Start Training:
Iter: 0, Loss: 1.19955e+00, Loss_0: 3.62837e-02, Loss_1: 8.78085e-01, Loss_b: 2.34195e-01, Loss_f: 5.09902e-02
Iter: 2400, Loss: 1.68544e-02, Loss_0: 2.02565e-03, Loss_1: 1.45425e-02, Loss_b: 2.48830e-06, Loss_f: 2.83788e-04
Iter: 2500, Loss: 1.66385e-02, Loss_0: 2.01738e-03, Loss_1: 1.43819e-02, Loss_b: 1.64251e-06, Loss_f: 2.37540e-04
Iter: 2600, Loss: 1.64545e-02, Loss_0: 2.01702e-03, Loss_1: 1.42284e-02, Loss_b: 2.57390e-06, Loss_f: 2.06487e-04
Iter: 2700, Loss: 1.63278e-02, Loss_0: 1.99427e-03, Loss_1: 1.41492e-02, Loss_b: 2.29283e-06, Loss_f: 1.81989e-04
Iter: 2800, Loss: 1.62517e-02, Loss_0: 2.01323e-03, Loss_1: 1.40903e-02, Loss_b: 1.48078e-06, Loss_f: 1.46693e-04
Iter: 2900, Loss: 1.61828e-02, Loss_0: 2.02002e-03, Loss_1: 1.40375e-02, Loss_b: 1.90207e-06, Loss_f: 1.23378e-04
Iter: 3000, Loss: 1.61320e-02, Loss_0: 2.01838e-03, Loss_1: 1.39946e-02, Loss_b: 1.54584e-06, Loss_f: 1.17481e-04
Iter: 3100, Loss: 1.60954e-02, Loss_0: 2.01991e-03, Loss_1: 1.39762e-02, Loss_b: 2.01563e-06, Loss_f: 9.72622e-05
Iter: 3200, Loss: 1.60663e-02, Loss_0: 2.01001e-03, Loss_1: 1.39686e-02, Loss_b: 1.78088e-06, Loss_f: 8.58917e-05
Iter: 3300, Loss: 1.60468e-02, Loss_0: 2.01050e-03, Loss_1: 1.39554e-02, Loss_b: 1.80436e-06, Loss_f: 7.91342e-05
Iter: 3400, Loss: 1.60308e-02, Loss_0: 2.00199e-03, Loss_1: 1.39507e-02, Loss_b: 1.82698e-06, Loss_f: 7.62674e-05
Iter: 3500, Loss: 1.60199e-02, Loss_0: 2.00725e-03, Loss_1: 1.39415e-02, Loss_b: 1.75432e-06, Loss_f: 6.94023e-05
Iter: 3600, Loss: 1.60093e-02, Loss_0: 2.01218e-03, Loss_1: 1.39315e-02, Loss_b: 1.50225e-06, Loss_f: 6.41200e-05
Iter: 3700, Loss: 1.60011e-02, Loss_0: 2.00074e-03, Loss_1: 1.39341e-02, Loss_b: 1.44812e-06, Loss_f: 6.48834e-05
Iter: 3800, Loss: 1.59953e-02, Loss_0: 2.00378e-03, Loss_1: 1.39268e-02, Loss_b: 1.43697e-06, Loss_f: 6.32771e-05
Iter: 3900, Loss: 1.59892e-02, Loss_0: 2.00148e-03, Loss_1: 1.39261e-02, Loss_b: 1.47208e-06, Loss_f: 6.01762e-05
Iter: 4000, Loss: 1.59831e-02, Loss_0: 1.99673e-03, Loss_1: 1.39270e-02, Loss_b: 1.49580e-06, Loss_f: 5.79114e-05
Iter: 4100, Loss: 1.59781e-02, Loss_0: 1.99864e-03, Loss_1: 1.39217e-02, Loss_b: 1.52985e-06, Loss_f: 5.62281e-05
Iter: 4200, Loss: 1.59738e-02, Loss_0: 2.00135e-03, Loss_1: 1.39169e-02, Loss_b: 1.44711e-06, Loss_f: 5.41825e-05
Iter: 4300, Loss: 1.59699e-02, Loss_0: 1.99616e-03, Loss_1: 1.39184e-02, Loss_b: 1.54854e-06, Loss_f: 5.37658e-05
Iter: 4400, Loss: 1.59660e-02, Loss_0: 1.99588e-03, Loss_1: 1.39158e-02, Loss_b: 1.57356e-06, Loss_f: 5.27711e-05
Iter: 4500, Loss: 1.59624e-02, Loss_0: 1.99805e-03, Loss_1: 1.39099e-02, Loss_b: 1.62977e-06, Loss_f: 5.27915e-05
Iter: 4600, Loss: 1.59591e-02, Loss_0: 1.99651e-03, Loss_1: 1.39066e-02, Loss_b: 1.55633e-06, Loss_f: 5.44234e-05
Iter: 4700, Loss: 1.59559e-02, Loss_0: 1.98950e-03, Loss_1: 1.39093e-02, Loss_b: 1.43298e-06, Loss_f: 5.56539e-05
Iter: 4800, Loss: 1.59526e-02, Loss_0: 1.98823e-03, Loss_1: 1.39068e-02, Loss_b: 1.59376e-06, Loss_f: 5.59676e-05
Iter: 4900, Loss: 1.59487e-02, Loss_0: 1.98809e-03, Loss_1: 1.39037e-02, Loss_b: 1.79669e-06, Loss_f: 5.51011e-05
Iter: 5000, Loss: 1.59439e-02, Loss_0: 1.98175e-03, Loss_1: 1.39022e-02, Loss_b: 1.70544e-06, Loss_f: 5.82643e-05
Iter: 5100, Loss: 1.59398e-02, Loss_0: 1.97884e-03, Loss_1: 1.38978e-02, Loss_b: 1.79743e-06, Loss_f: 6.13798e-05
Iter: 5200, Loss: 1.59352e-02, Loss_0: 1.97027e-03, Loss_1: 1.38998e-02, Loss_b: 1.70960e-06, Loss_f: 6.34449e-05
Iter: 5300, Loss: 1.59311e-02, Loss_0: 1.97055e-03, Loss_1: 1.38956e-02, Loss_b: 1.61270e-06, Loss_f: 6.33933e-05
Iter: 5400, Loss: 1.59274e-02, Loss_0: 1.96354e-03, Loss_1: 1.38976e-02, Loss_b: 1.85310e-06, Loss_f: 6.43965e-05
Iter: 5500, Loss: 1.59226e-02, Loss_0: 1.96122e-03, Loss_1: 1.38944e-02, Loss_b: 1.69511e-06, Loss_f: 6.52368e-05
Iter: 5600, Loss: 1.59168e-02, Loss_0: 1.95843e-03, Loss_1: 1.38911e-02, Loss_b: 1.51640e-06, Loss_f: 6.57364e-05
Iter: 5700, Loss: 1.59126e-02, Loss_0: 1.95359e-03, Loss_1: 1.38931e-02, Loss_b: 1.04852e-06, Loss_f: 6.47662e-05
Iter: 5800, Loss: 1.59078e-02, Loss_0: 1.95156e-03, Loss_1: 1.38890e-02, Loss_b: 1.27874e-06, Loss_f: 6.59482e-05
Iter: 5900, Loss: 1.59026e-02, Loss_0: 1.95338e-03, Loss_1: 1.38805e-02, Loss_b: 1.23136e-06, Loss_f: 6.75229e-05
Iter: 6000, Loss: 1.58976e-02, Loss_0: 1.94495e-03, Loss_1: 1.38843e-02, Loss_b: 1.46490e-06, Loss_f: 6.69538e-05
Iter: 6100, Loss: 1.58930e-02, Loss_0: 1.94209e-03, Loss_1: 1.38840e-02, Loss_b: 1.42799e-06, Loss_f: 6.55328e-05
Iter: 6200, Loss: 1.58889e-02, Loss_0: 1.93902e-03, Loss_1: 1.38843e-02, Loss_b: 1.16870e-06, Loss_f: 6.44277e-05
Iter: 6300, Loss: 1.58839e-02, Loss_0: 1.93825e-03, Loss_1: 1.38812e-02, Loss_b: 1.32208e-06, Loss_f: 6.30609e-05
Iter: 6400, Loss: 1.58791e-02, Loss_0: 1.93520e-03, Loss_1: 1.38763e-02, Loss_b: 1.34346e-06, Loss_f: 6.62102e-05
Iter: 6500, Loss: 1.58744e-02, Loss_0: 1.93291e-03, Loss_1: 1.38747e-02, Loss_b: 1.29231e-06, Loss_f: 6.55230e-05
Iter: 6600, Loss: 1.58696e-02, Loss_0: 1.92930e-03, Loss_1: 1.38720e-02, Loss_b: 1.33959e-06, Loss_f: 6.69595e-05
Iter: 6700, Loss: 1.58642e-02, Loss_0: 1.92638e-03, Loss_1: 1.38705e-02, Loss_b: 1.68268e-06, Loss_f: 6.56551e-05
Iter: 6800, Loss: 1.58587e-02, Loss_0: 1.92119e-03, Loss_1: 1.38697e-02, Loss_b: 1.73742e-06, Loss_f: 6.61198e-05
Iter: 6900, Loss: 1.58532e-02, Loss_0: 1.92229e-03, Loss_1: 1.38596e-02, Loss_b: 1.57834e-06, Loss_f: 6.97411e-05
Iter: 7000, Loss: 1.58475e-02, Loss_0: 1.91572e-03, Loss_1: 1.38569e-02, Loss_b: 1.65010e-06, Loss_f: 7.32713e-05
Iter: 7100, Loss: 1.58413e-02, Loss_0: 1.90559e-03, Loss_1: 1.38542e-02, Loss_b: 1.85450e-06, Loss_f: 7.96825e-05
Iter: 7200, Loss: 1.58337e-02, Loss_0: 1.89584e-03, Loss_1: 1.38522e-02, Loss_b: 2.06342e-06, Loss_f: 8.36203e-05
Iter: 7300, Loss: 1.58253e-02, Loss_0: 1.88630e-03, Loss_1: 1.38526e-02, Loss_b: 2.18318e-06, Loss_f: 8.42349e-05
Iter: 7400, Loss: 1.58136e-02, Loss_0: 1.87499e-03, Loss_1: 1.38451e-02, Loss_b: 2.43056e-06, Loss_f: 9.10776e-05
Iter: 7500, Loss: 1.58034e-02, Loss_0: 1.87345e-03, Loss_1: 1.38377e-02, Loss_b: 2.26082e-06, Loss_f: 8.99938e-05
Iter: 7600, Loss: 1.57946e-02, Loss_0: 1.86159e-03, Loss_1: 1.38403e-02, Loss_b: 2.46146e-06, Loss_f: 9.02420e-05
Iter: 7700, Loss: 1.57825e-02, Loss_0: 1.85080e-03, Loss_1: 1.38323e-02, Loss_b: 3.08963e-06, Loss_f: 9.63477e-05
Iter: 7800, Loss: 1.57676e-02, Loss_0: 1.83702e-03, Loss_1: 1.38261e-02, Loss_b: 3.03586e-06, Loss_f: 1.01420e-04
Iter: 7900, Loss: 1.57507e-02, Loss_0: 1.81964e-03, Loss_1: 1.38202e-02, Loss_b: 2.65910e-06, Loss_f: 1.08205e-04
Iter: 8000, Loss: 1.57333e-02, Loss_0: 1.81261e-03, Loss_1: 1.38093e-02, Loss_b: 2.38494e-06, Loss_f: 1.09075e-04
Iter: 8100, Loss: 1.57106e-02, Loss_0: 1.80425e-03, Loss_1: 1.37987e-02, Loss_b: 2.04952e-06, Loss_f: 1.05646e-04
Iter: 8200, Loss: 1.56902e-02, Loss_0: 1.79332e-03, Loss_1: 1.37911e-02, Loss_b: 1.50621e-06, Loss_f: 1.04192e-04
Iter: 8300, Loss: 1.56710e-02, Loss_0: 1.78967e-03, Loss_1: 1.37711e-02, Loss_b: 1.28085e-06, Loss_f: 1.08960e-04
Iter: 8400, Loss: 1.56550e-02, Loss_0: 1.78266e-03, Loss_1: 1.37631e-02, Loss_b: 1.58805e-06, Loss_f: 1.07611e-04
Iter: 8500, Loss: 1.56426e-02, Loss_0: 1.77559e-03, Loss_1: 1.37675e-02, Loss_b: 1.36370e-06, Loss_f: 9.82056e-05
Iter: 8600, Loss: 1.56302e-02, Loss_0: 1.77885e-03, Loss_1: 1.37541e-02, Loss_b: 1.52005e-06, Loss_f: 9.57832e-05
Iter: 8700, Loss: 1.56186e-02, Loss_0: 1.77821e-03, Loss_1: 1.37440e-02, Loss_b: 1.22056e-06, Loss_f: 9.51969e-05
Iter: 8800, Loss: 1.56069e-02, Loss_0: 1.77357e-03, Loss_1: 1.37313e-02, Loss_b: 1.36599e-06, Loss_f: 1.00620e-04
Iter: 8900, Loss: 1.55957e-02, Loss_0: 1.76996e-03, Loss_1: 1.37231e-02, Loss_b: 1.24140e-06, Loss_f: 1.01426e-04
Iter: 9000, Loss: 1.55863e-02, Loss_0: 1.76856e-03, Loss_1: 1.37137e-02, Loss_b: 1.60871e-06, Loss_f: 1.02402e-04
Iter: 9100, Loss: 1.55777e-02, Loss_0: 1.77233e-03, Loss_1: 1.37042e-02, Loss_b: 1.87553e-06, Loss_f: 9.92877e-05
Iter: 9200, Loss: 1.55667e-02, Loss_0: 1.76064e-03, Loss_1: 1.37068e-02, Loss_b: 2.35746e-06, Loss_f: 9.69149e-05
Iter: 9300, Loss: 1.55585e-02, Loss_0: 1.76321e-03, Loss_1: 1.37021e-02, Loss_b: 2.57430e-06, Loss_f: 9.05680e-05
Iter: 9400, Loss: 1.55502e-02, Loss_0: 1.75631e-03, Loss_1: 1.37004e-02, Loss_b: 2.59152e-06, Loss_f: 9.08666e-05
Iter: 9500, Loss: 1.55418e-02, Loss_0: 1.75302e-03, Loss_1: 1.36943e-02, Loss_b: 2.75147e-06, Loss_f: 9.17497e-05
Iter: 9600, Loss: 1.55337e-02, Loss_0: 1.75209e-03, Loss_1: 1.36906e-02, Loss_b: 2.41309e-06, Loss_f: 8.85468e-05
Iter: 9700, Loss: 1.55276e-02, Loss_0: 1.75332e-03, Loss_1: 1.36871e-02, Loss_b: 2.29828e-06, Loss_f: 8.48865e-05
Iter: 9800, Loss: 1.55201e-02, Loss_0: 1.74969e-03, Loss_1: 1.36824e-02, Loss_b: 2.25214e-06, Loss_f: 8.58087e-05
Iter: 9900, Loss: 1.55132e-02, Loss_0: 1.75011e-03, Loss_1: 1.36740e-02, Loss_b: 2.21600e-06, Loss_f: 8.68527e-05
Iter: 10000, Loss: 1.55068e-02, Loss_0: 1.75096e-03, Loss_1: 1.36666e-02, Loss_b: 2.16567e-06, Loss_f: 8.71413e-05
Iter: 10100, Loss: 1.55014e-02, Loss_0: 1.75436e-03, Loss_1: 1.36574e-02, Loss_b: 1.88808e-06, Loss_f: 8.76726e-05
Iter: 10200, Loss: 1.54956e-02, Loss_0: 1.75239e-03, Loss_1: 1.36562e-02, Loss_b: 1.73435e-06, Loss_f: 8.53041e-05
Iter: 10300, Loss: 1.54877e-02, Loss_0: 1.75549e-03, Loss_1: 1.36478e-02, Loss_b: 1.98900e-06, Loss_f: 8.24285e-05
Iter: 10400, Loss: 1.54804e-02, Loss_0: 1.75075e-03, Loss_1: 1.36450e-02, Loss_b: 2.26933e-06, Loss_f: 8.24114e-05
Iter: 10500, Loss: 1.54746e-02, Loss_0: 1.75316e-03, Loss_1: 1.36362e-02, Loss_b: 2.28568e-06, Loss_f: 8.29865e-05
Iter: 10600, Loss: 1.54685e-02, Loss_0: 1.75432e-03, Loss_1: 1.36313e-02, Loss_b: 2.29618e-06, Loss_f: 8.05247e-05
Iter: 10700, Loss: 1.54636e-02, Loss_0: 1.75864e-03, Loss_1: 1.36232e-02, Loss_b: 2.37674e-06, Loss_f: 7.93114e-05
Iter: 10800, Loss: 1.54594e-02, Loss_0: 1.75780e-03, Loss_1: 1.36191e-02, Loss_b: 2.66538e-06, Loss_f: 7.99027e-05
Iter: 10900, Loss: 1.54548e-02, Loss_0: 1.75952e-03, Loss_1: 1.36131e-02, Loss_b: 2.55333e-06, Loss_f: 7.97051e-05
Iter: 11000, Loss: 1.54493e-02, Loss_0: 1.76192e-03, Loss_1: 1.36047e-02, Loss_b: 2.32376e-06, Loss_f: 8.03571e-05
Iter: 11100, Loss: 1.54447e-02, Loss_0: 1.76139e-03, Loss_1: 1.36008e-02, Loss_b: 2.41291e-06, Loss_f: 8.00400e-05
Iter: 11200, Loss: 1.54410e-02, Loss_0: 1.75848e-03, Loss_1: 1.36007e-02, Loss_b: 2.33962e-06, Loss_f: 7.94732e-05
Iter: 11300, Loss: 1.54377e-02, Loss_0: 1.75497e-03, Loss_1: 1.36007e-02, Loss_b: 2.41510e-06, Loss_f: 7.95847e-05
Iter: 11400, Loss: 1.54345e-02, Loss_0: 1.75742e-03, Loss_1: 1.35943e-02, Loss_b: 2.32353e-06, Loss_f: 8.04561e-05
Iter: 11500, Loss: 1.54310e-02, Loss_0: 1.76050e-03, Loss_1: 1.35869e-02, Loss_b: 2.20056e-06, Loss_f: 8.13125e-05
Iter: 11600, Loss: 1.54270e-02, Loss_0: 1.76380e-03, Loss_1: 1.35824e-02, Loss_b: 1.92154e-06, Loss_f: 7.88538e-05
Iter: 11700, Loss: 1.54225e-02, Loss_0: 1.76434e-03, Loss_1: 1.35771e-02, Loss_b: 1.79760e-06, Loss_f: 7.92006e-05
Iter: 11800, Loss: 1.54183e-02, Loss_0: 1.76351e-03, Loss_1: 1.35753e-02, Loss_b: 1.63905e-06, Loss_f: 7.78760e-05
Iter: 11900, Loss: 1.54148e-02, Loss_0: 1.76509e-03, Loss_1: 1.35713e-02, Loss_b: 1.67094e-06, Loss_f: 7.66837e-05
Iter: 12000, Loss: 1.54114e-02, Loss_0: 1.76627e-03, Loss_1: 1.35674e-02, Loss_b: 1.54804e-06, Loss_f: 7.62104e-05
Iter: 12100, Loss: 1.54083e-02, Loss_0: 1.76609e-03, Loss_1: 1.35638e-02, Loss_b: 1.63293e-06, Loss_f: 7.68456e-05
Iter: 12200, Loss: 1.54051e-02, Loss_0: 1.76488e-03, Loss_1: 1.35609e-02, Loss_b: 1.68820e-06, Loss_f: 7.75903e-05
Iter: 12300, Loss: 1.54016e-02, Loss_0: 1.76366e-03, Loss_1: 1.35581e-02, Loss_b: 1.69510e-06, Loss_f: 7.81635e-05
Iter: 12400, Loss: 1.53984e-02, Loss_0: 1.76137e-03, Loss_1: 1.35578e-02, Loss_b: 1.71518e-06, Loss_f: 7.75277e-05
Iter: 12500, Loss: 1.53950e-02, Loss_0: 1.76092e-03, Loss_1: 1.35550e-02, Loss_b: 1.69994e-06, Loss_f: 7.73819e-05
Training time: 797.0332
