Start Training:
Iter: 0, Loss: 2.07766e+00, Loss_0: 1.34537e+00, Loss_b: 1.98368e-02, Loss_f: 7.12450e-01
Iter: 1900, Loss: 5.78319e-04, Loss_0: 7.20285e-05, Loss_b: 1.45473e-06, Loss_f: 5.04836e-04
Iter: 2000, Loss: 5.47941e-04, Loss_0: 6.59441e-05, Loss_b: 1.72867e-05, Loss_f: 4.64710e-04
Iter: 2100, Loss: 2.41591e-04, Loss_0: 2.17709e-05, Loss_b: 1.42546e-07, Loss_f: 2.19677e-04
Iter: 2200, Loss: 1.42504e-04, Loss_0: 1.62465e-05, Loss_b: 2.77000e-07, Loss_f: 1.25981e-04
Iter: 2300, Loss: 8.12257e-05, Loss_0: 7.65613e-06, Loss_b: 4.56844e-07, Loss_f: 7.31127e-05
Iter: 2400, Loss: 5.62940e-05, Loss_0: 4.87103e-06, Loss_b: 2.25944e-07, Loss_f: 5.11970e-05
Iter: 2500, Loss: 4.00790e-05, Loss_0: 2.85690e-06, Loss_b: 1.49517e-07, Loss_f: 3.70726e-05
Iter: 2600, Loss: 2.96640e-05, Loss_0: 2.25560e-06, Loss_b: 1.65364e-07, Loss_f: 2.72430e-05
Iter: 2700, Loss: 2.33027e-05, Loss_0: 1.51000e-06, Loss_b: 2.19954e-07, Loss_f: 2.15727e-05
Iter: 2800, Loss: 1.94501e-05, Loss_0: 1.19173e-06, Loss_b: 1.22494e-07, Loss_f: 1.81359e-05
Iter: 2900, Loss: 1.62182e-05, Loss_0: 1.10058e-06, Loss_b: 1.44176e-07, Loss_f: 1.49735e-05
Iter: 3000, Loss: 1.39824e-05, Loss_0: 8.93904e-07, Loss_b: 2.13450e-07, Loss_f: 1.28750e-05
Iter: 3100, Loss: 1.15266e-05, Loss_0: 1.08048e-06, Loss_b: 1.39574e-07, Loss_f: 1.03065e-05
Iter: 3200, Loss: 9.64190e-06, Loss_0: 9.83520e-07, Loss_b: 1.02752e-07, Loss_f: 8.55562e-06
Iter: 3300, Loss: 8.22004e-06, Loss_0: 8.44143e-07, Loss_b: 4.16575e-08, Loss_f: 7.33424e-06
Iter: 3400, Loss: 7.38783e-06, Loss_0: 7.38368e-07, Loss_b: 3.27177e-08, Loss_f: 6.61674e-06
Iter: 3500, Loss: 6.55177e-06, Loss_0: 5.54232e-07, Loss_b: 4.21211e-08, Loss_f: 5.95541e-06
Iter: 3600, Loss: 6.12685e-06, Loss_0: 5.03535e-07, Loss_b: 3.87459e-08, Loss_f: 5.58456e-06
Iter: 3700, Loss: 5.53142e-06, Loss_0: 3.90026e-07, Loss_b: 2.32422e-08, Loss_f: 5.11815e-06
Iter: 3800, Loss: 5.02089e-06, Loss_0: 3.59458e-07, Loss_b: 4.80755e-08, Loss_f: 4.61336e-06
Iter: 3900, Loss: 4.61318e-06, Loss_0: 3.04857e-07, Loss_b: 5.13867e-08, Loss_f: 4.25694e-06
Iter: 4000, Loss: 4.32115e-06, Loss_0: 2.60218e-07, Loss_b: 4.43979e-08, Loss_f: 4.01653e-06
Iter: 4100, Loss: 3.95644e-06, Loss_0: 2.40272e-07, Loss_b: 4.14622e-08, Loss_f: 3.67471e-06
Iter: 4200, Loss: 3.67636e-06, Loss_0: 2.31248e-07, Loss_b: 1.82236e-08, Loss_f: 3.42689e-06
Iter: 4300, Loss: 3.45851e-06, Loss_0: 2.16120e-07, Loss_b: 2.12629e-08, Loss_f: 3.22112e-06
Iter: 4400, Loss: 3.21956e-06, Loss_0: 1.73377e-07, Loss_b: 2.23861e-08, Loss_f: 3.02380e-06
Iter: 4500, Loss: 3.03326e-06, Loss_0: 1.49046e-07, Loss_b: 1.59115e-08, Loss_f: 2.86830e-06
Iter: 4600, Loss: 2.86141e-06, Loss_0: 1.37267e-07, Loss_b: 1.23039e-08, Loss_f: 2.71184e-06
Iter: 4700, Loss: 2.65588e-06, Loss_0: 1.30715e-07, Loss_b: 8.37065e-09, Loss_f: 2.51679e-06
Iter: 4800, Loss: 2.51742e-06, Loss_0: 1.28904e-07, Loss_b: 7.69718e-09, Loss_f: 2.38082e-06
Iter: 4900, Loss: 2.39358e-06, Loss_0: 1.31161e-07, Loss_b: 9.36364e-09, Loss_f: 2.25306e-06
Iter: 5000, Loss: 2.30913e-06, Loss_0: 1.33635e-07, Loss_b: 9.83723e-09, Loss_f: 2.16566e-06
Iter: 5100, Loss: 2.21064e-06, Loss_0: 1.32188e-07, Loss_b: 1.49642e-08, Loss_f: 2.06348e-06
Iter: 5200, Loss: 2.07364e-06, Loss_0: 1.19838e-07, Loss_b: 7.49440e-09, Loss_f: 1.94630e-06
Iter: 5300, Loss: 1.95349e-06, Loss_0: 1.21406e-07, Loss_b: 7.49184e-09, Loss_f: 1.82459e-06
Iter: 5400, Loss: 1.82483e-06, Loss_0: 1.00234e-07, Loss_b: 7.36538e-09, Loss_f: 1.71723e-06
Iter: 5500, Loss: 1.67528e-06, Loss_0: 1.06712e-07, Loss_b: 7.73523e-09, Loss_f: 1.56084e-06
Training time: 185.6181
