Start Training:
Iter: 0, Loss: 1.21470e+00, Loss_0: 1.01651e+00, Loss_b: 1.94577e-01, Loss_f: 3.61739e-03
Iter: 2100, Loss: 1.19722e-02, Loss_0: 2.94076e-03, Loss_b: 6.94285e-05, Loss_f: 8.96205e-03
Iter: 2200, Loss: 1.13449e-02, Loss_0: 2.70276e-03, Loss_b: 6.20311e-05, Loss_f: 8.58010e-03
Iter: 2300, Loss: 1.07754e-02, Loss_0: 2.59545e-03, Loss_b: 5.24512e-05, Loss_f: 8.12752e-03
Iter: 2400, Loss: 1.03746e-02, Loss_0: 2.31165e-03, Loss_b: 5.95612e-05, Loss_f: 8.00343e-03
Iter: 2500, Loss: 9.87624e-03, Loss_0: 2.39444e-03, Loss_b: 5.24012e-05, Loss_f: 7.42939e-03
Iter: 2600, Loss: 1.68985e-02, Loss_0: 1.35570e-03, Loss_b: 7.23143e-04, Loss_f: 1.48196e-02
Iter: 2700, Loss: 9.22943e-03, Loss_0: 1.97401e-03, Loss_b: 8.71662e-05, Loss_f: 7.16825e-03
Iter: 2800, Loss: 8.74684e-03, Loss_0: 1.93623e-03, Loss_b: 3.17620e-05, Loss_f: 6.77885e-03
Iter: 2900, Loss: 8.49629e-03, Loss_0: 1.82242e-03, Loss_b: 3.02197e-05, Loss_f: 6.64365e-03
Iter: 3000, Loss: 8.25562e-03, Loss_0: 1.76888e-03, Loss_b: 2.78056e-05, Loss_f: 6.45894e-03
Iter: 3100, Loss: 1.77490e-02, Loss_0: 9.71466e-04, Loss_b: 9.24960e-04, Loss_f: 1.58526e-02
Iter: 3200, Loss: 7.84551e-03, Loss_0: 1.65115e-03, Loss_b: 2.49375e-05, Loss_f: 6.16943e-03
Iter: 3300, Loss: 7.66468e-03, Loss_0: 1.58355e-03, Loss_b: 2.27451e-05, Loss_f: 6.05839e-03
Iter: 3400, Loss: 7.95473e-03, Loss_0: 1.28464e-03, Loss_b: 7.08281e-05, Loss_f: 6.59926e-03
Iter: 3500, Loss: 7.36401e-03, Loss_0: 1.48090e-03, Loss_b: 2.78093e-05, Loss_f: 5.85530e-03
Iter: 3600, Loss: 7.19862e-03, Loss_0: 1.42763e-03, Loss_b: 1.92571e-05, Loss_f: 5.75173e-03
Iter: 3700, Loss: 8.66822e-03, Loss_0: 1.80261e-03, Loss_b: 2.31792e-04, Loss_f: 6.63382e-03
Iter: 3800, Loss: 7.00757e-03, Loss_0: 1.33223e-03, Loss_b: 2.15563e-05, Loss_f: 5.65379e-03
Iter: 3900, Loss: 6.81069e-03, Loss_0: 1.30923e-03, Loss_b: 1.66430e-05, Loss_f: 5.48482e-03
Iter: 4000, Loss: 7.51518e-03, Loss_0: 1.09176e-03, Loss_b: 1.67383e-04, Loss_f: 6.25604e-03
Iter: 4100, Loss: 7.49585e-03, Loss_0: 1.35376e-03, Loss_b: 2.12681e-04, Loss_f: 5.92941e-03
Iter: 4200, Loss: 6.47514e-03, Loss_0: 1.21265e-03, Loss_b: 1.45519e-05, Loss_f: 5.24794e-03
Iter: 4300, Loss: 6.39115e-03, Loss_0: 1.20500e-03, Loss_b: 1.58677e-05, Loss_f: 5.17028e-03
Iter: 4400, Loss: 6.70385e-03, Loss_0: 1.18014e-03, Loss_b: 1.18384e-04, Loss_f: 5.40533e-03
Iter: 4500, Loss: 6.18753e-03, Loss_0: 1.13497e-03, Loss_b: 1.29258e-05, Loss_f: 5.03963e-03
Iter: 4600, Loss: 6.20658e-03, Loss_0: 1.17571e-03, Loss_b: 2.79328e-05, Loss_f: 5.00293e-03
Iter: 4700, Loss: 8.96852e-03, Loss_0: 1.16128e-03, Loss_b: 8.91599e-04, Loss_f: 6.91565e-03
Iter: 4800, Loss: 5.92329e-03, Loss_0: 1.06617e-03, Loss_b: 1.16305e-05, Loss_f: 4.84550e-03
Iter: 4900, Loss: 5.86919e-03, Loss_0: 1.01855e-03, Loss_b: 1.34282e-05, Loss_f: 4.83722e-03
Iter: 5000, Loss: 7.01230e-03, Loss_0: 1.12678e-03, Loss_b: 3.73029e-04, Loss_f: 5.51248e-03
Iter: 5100, Loss: 4.65949e-03, Loss_0: 5.84957e-04, Loss_b: 8.83418e-06, Loss_f: 4.06570e-03
Iter: 5200, Loss: 3.95781e-03, Loss_0: 5.01476e-04, Loss_b: 2.90275e-06, Loss_f: 3.45343e-03
Iter: 5300, Loss: 3.53713e-03, Loss_0: 4.57778e-04, Loss_b: 5.81346e-06, Loss_f: 3.07354e-03
Iter: 5400, Loss: 3.25489e-03, Loss_0: 4.14389e-04, Loss_b: 6.30799e-06, Loss_f: 2.83419e-03
Iter: 5500, Loss: 3.02527e-03, Loss_0: 3.64366e-04, Loss_b: 3.41955e-06, Loss_f: 2.65748e-03
Iter: 5600, Loss: 2.86172e-03, Loss_0: 3.08871e-04, Loss_b: 4.41534e-06, Loss_f: 2.54844e-03
Iter: 5700, Loss: 2.72395e-03, Loss_0: 2.95873e-04, Loss_b: 3.65005e-06, Loss_f: 2.42443e-03
Iter: 5800, Loss: 2.61099e-03, Loss_0: 2.68720e-04, Loss_b: 4.35830e-06, Loss_f: 2.33791e-03
Iter: 5900, Loss: 2.50600e-03, Loss_0: 2.63464e-04, Loss_b: 2.72980e-06, Loss_f: 2.23980e-03
Iter: 6000, Loss: 2.42674e-03, Loss_0: 2.65585e-04, Loss_b: 3.96240e-06, Loss_f: 2.15719e-03
Iter: 6100, Loss: 2.36330e-03, Loss_0: 2.67742e-04, Loss_b: 3.14323e-06, Loss_f: 2.09242e-03
Iter: 6200, Loss: 2.29733e-03, Loss_0: 2.50389e-04, Loss_b: 4.29666e-06, Loss_f: 2.04264e-03
Iter: 6300, Loss: 2.23347e-03, Loss_0: 2.26892e-04, Loss_b: 2.87921e-06, Loss_f: 2.00370e-03
Iter: 6400, Loss: 2.19577e-03, Loss_0: 2.13429e-04, Loss_b: 2.90023e-06, Loss_f: 1.97944e-03
Iter: 6500, Loss: 2.14942e-03, Loss_0: 2.26775e-04, Loss_b: 3.38425e-06, Loss_f: 1.91926e-03
Iter: 6600, Loss: 2.11320e-03, Loss_0: 2.35563e-04, Loss_b: 3.41153e-06, Loss_f: 1.87422e-03
Iter: 6700, Loss: 2.07364e-03, Loss_0: 2.27832e-04, Loss_b: 2.10074e-06, Loss_f: 1.84371e-03
Iter: 6800, Loss: 2.03865e-03, Loss_0: 2.03040e-04, Loss_b: 2.33697e-06, Loss_f: 1.83327e-03
Iter: 6900, Loss: 2.00722e-03, Loss_0: 2.04836e-04, Loss_b: 1.90411e-06, Loss_f: 1.80048e-03
Iter: 7000, Loss: 1.98061e-03, Loss_0: 2.00398e-04, Loss_b: 1.73102e-06, Loss_f: 1.77848e-03
Iter: 7100, Loss: 1.95985e-03, Loss_0: 2.04802e-04, Loss_b: 1.28282e-06, Loss_f: 1.75377e-03
Iter: 7200, Loss: 1.94136e-03, Loss_0: 2.02763e-04, Loss_b: 1.61156e-06, Loss_f: 1.73699e-03
Iter: 7300, Loss: 1.92488e-03, Loss_0: 1.98309e-04, Loss_b: 1.67962e-06, Loss_f: 1.72489e-03
Iter: 7400, Loss: 1.90616e-03, Loss_0: 1.90887e-04, Loss_b: 1.49157e-06, Loss_f: 1.71378e-03
Iter: 7500, Loss: 1.88927e-03, Loss_0: 1.89684e-04, Loss_b: 1.72448e-06, Loss_f: 1.69787e-03
Iter: 7600, Loss: 1.87535e-03, Loss_0: 1.83584e-04, Loss_b: 1.47346e-06, Loss_f: 1.69029e-03
Iter: 7700, Loss: 1.86500e-03, Loss_0: 1.89490e-04, Loss_b: 1.46223e-06, Loss_f: 1.67404e-03
Iter: 7800, Loss: 1.85360e-03, Loss_0: 1.90579e-04, Loss_b: 1.33049e-06, Loss_f: 1.66169e-03
Iter: 7900, Loss: 1.84335e-03, Loss_0: 1.82619e-04, Loss_b: 9.82781e-07, Loss_f: 1.65975e-03
Iter: 8000, Loss: 1.83406e-03, Loss_0: 1.82413e-04, Loss_b: 1.24550e-06, Loss_f: 1.65040e-03
Iter: 8100, Loss: 1.82440e-03, Loss_0: 1.80891e-04, Loss_b: 1.21263e-06, Loss_f: 1.64230e-03
Iter: 8200, Loss: 1.81321e-03, Loss_0: 1.86869e-04, Loss_b: 1.06331e-06, Loss_f: 1.62528e-03
Iter: 8300, Loss: 1.80331e-03, Loss_0: 1.75857e-04, Loss_b: 1.13100e-06, Loss_f: 1.62632e-03
Iter: 8400, Loss: 1.79191e-03, Loss_0: 1.78477e-04, Loss_b: 1.15089e-06, Loss_f: 1.61229e-03
Iter: 8500, Loss: 1.78247e-03, Loss_0: 1.77035e-04, Loss_b: 1.16457e-06, Loss_f: 1.60427e-03
Iter: 8600, Loss: 1.77384e-03, Loss_0: 1.73705e-04, Loss_b: 1.35410e-06, Loss_f: 1.59878e-03
Iter: 8700, Loss: 1.76420e-03, Loss_0: 1.74970e-04, Loss_b: 1.49413e-06, Loss_f: 1.58774e-03
Iter: 8800, Loss: 1.75628e-03, Loss_0: 1.74760e-04, Loss_b: 1.59796e-06, Loss_f: 1.57993e-03
Iter: 8900, Loss: 1.74681e-03, Loss_0: 1.71338e-04, Loss_b: 1.52963e-06, Loss_f: 1.57394e-03
Iter: 9000, Loss: 1.73881e-03, Loss_0: 1.68908e-04, Loss_b: 1.68065e-06, Loss_f: 1.56822e-03
Iter: 9100, Loss: 1.73043e-03, Loss_0: 1.68551e-04, Loss_b: 1.68091e-06, Loss_f: 1.56020e-03
Iter: 9200, Loss: 1.72364e-03, Loss_0: 1.67244e-04, Loss_b: 1.41539e-06, Loss_f: 1.55498e-03
Iter: 9300, Loss: 1.71686e-03, Loss_0: 1.65723e-04, Loss_b: 1.41804e-06, Loss_f: 1.54971e-03
Iter: 9400, Loss: 1.70975e-03, Loss_0: 1.66846e-04, Loss_b: 1.18508e-06, Loss_f: 1.54172e-03
Iter: 9500, Loss: 1.70282e-03, Loss_0: 1.68802e-04, Loss_b: 1.13396e-06, Loss_f: 1.53289e-03
Iter: 9600, Loss: 1.69559e-03, Loss_0: 1.66802e-04, Loss_b: 1.22088e-06, Loss_f: 1.52756e-03
Iter: 9700, Loss: 1.68958e-03, Loss_0: 1.66836e-04, Loss_b: 1.48975e-06, Loss_f: 1.52125e-03
Iter: 9800, Loss: 1.68327e-03, Loss_0: 1.67923e-04, Loss_b: 1.21006e-06, Loss_f: 1.51414e-03
Iter: 9900, Loss: 1.67707e-03, Loss_0: 1.74856e-04, Loss_b: 1.13362e-06, Loss_f: 1.50108e-03
Iter: 10000, Loss: 1.67123e-03, Loss_0: 1.67414e-04, Loss_b: 1.02910e-06, Loss_f: 1.50278e-03
Iter: 10100, Loss: 1.66555e-03, Loss_0: 1.64526e-04, Loss_b: 9.88978e-07, Loss_f: 1.50004e-03
Iter: 10200, Loss: 1.66028e-03, Loss_0: 1.62336e-04, Loss_b: 1.14324e-06, Loss_f: 1.49680e-03
Iter: 10300, Loss: 1.65534e-03, Loss_0: 1.57611e-04, Loss_b: 1.16329e-06, Loss_f: 1.49656e-03
Iter: 10400, Loss: 1.64964e-03, Loss_0: 1.59407e-04, Loss_b: 1.27605e-06, Loss_f: 1.48896e-03
Iter: 10500, Loss: 1.64475e-03, Loss_0: 1.63659e-04, Loss_b: 9.84703e-07, Loss_f: 1.48010e-03
Iter: 10600, Loss: 1.64069e-03, Loss_0: 1.63168e-04, Loss_b: 9.27731e-07, Loss_f: 1.47660e-03
Iter: 10700, Loss: 1.63560e-03, Loss_0: 1.63374e-04, Loss_b: 9.78959e-07, Loss_f: 1.47125e-03
Iter: 10800, Loss: 1.63023e-03, Loss_0: 1.62707e-04, Loss_b: 6.36739e-07, Loss_f: 1.46688e-03
Iter: 10900, Loss: 1.62520e-03, Loss_0: 1.60789e-04, Loss_b: 6.85444e-07, Loss_f: 1.46372e-03
Iter: 11000, Loss: 1.62010e-03, Loss_0: 1.58969e-04, Loss_b: 6.68203e-07, Loss_f: 1.46047e-03
Iter: 11100, Loss: 1.61455e-03, Loss_0: 1.62023e-04, Loss_b: 4.62408e-07, Loss_f: 1.45207e-03
Iter: 11200, Loss: 1.61001e-03, Loss_0: 1.65864e-04, Loss_b: 4.41151e-07, Loss_f: 1.44371e-03
Iter: 11300, Loss: 1.60514e-03, Loss_0: 1.61877e-04, Loss_b: 4.64041e-07, Loss_f: 1.44280e-03
Iter: 11400, Loss: 1.60133e-03, Loss_0: 1.61360e-04, Loss_b: 5.80616e-07, Loss_f: 1.43939e-03
Iter: 11500, Loss: 1.59687e-03, Loss_0: 1.63400e-04, Loss_b: 5.32331e-07, Loss_f: 1.43294e-03
Iter: 11600, Loss: 1.59266e-03, Loss_0: 1.57327e-04, Loss_b: 6.18386e-07, Loss_f: 1.43471e-03
Iter: 11700, Loss: 1.58877e-03, Loss_0: 1.59298e-04, Loss_b: 5.22000e-07, Loss_f: 1.42895e-03
Iter: 11800, Loss: 1.58403e-03, Loss_0: 1.58793e-04, Loss_b: 4.61434e-07, Loss_f: 1.42478e-03
Iter: 11900, Loss: 1.57954e-03, Loss_0: 1.53511e-04, Loss_b: 4.19697e-07, Loss_f: 1.42561e-03
Iter: 12000, Loss: 1.57518e-03, Loss_0: 1.53094e-04, Loss_b: 4.49592e-07, Loss_f: 1.42163e-03
Iter: 12100, Loss: 1.57062e-03, Loss_0: 1.54995e-04, Loss_b: 5.28448e-07, Loss_f: 1.41510e-03
Iter: 12200, Loss: 1.56588e-03, Loss_0: 1.51050e-04, Loss_b: 4.60894e-07, Loss_f: 1.41437e-03
Iter: 12300, Loss: 1.56143e-03, Loss_0: 1.51350e-04, Loss_b: 4.79632e-07, Loss_f: 1.40960e-03
Iter: 12400, Loss: 1.55736e-03, Loss_0: 1.51781e-04, Loss_b: 5.94970e-07, Loss_f: 1.40498e-03
Iter: 12500, Loss: 1.55370e-03, Loss_0: 1.53252e-04, Loss_b: 5.18627e-07, Loss_f: 1.39993e-03
Iter: 12600, Loss: 1.54954e-03, Loss_0: 1.55267e-04, Loss_b: 5.27375e-07, Loss_f: 1.39374e-03
Iter: 12700, Loss: 1.54563e-03, Loss_0: 1.52190e-04, Loss_b: 5.71544e-07, Loss_f: 1.39287e-03
Iter: 12800, Loss: 1.54172e-03, Loss_0: 1.52400e-04, Loss_b: 4.60581e-07, Loss_f: 1.38886e-03
Iter: 12900, Loss: 1.53803e-03, Loss_0: 1.49815e-04, Loss_b: 4.79543e-07, Loss_f: 1.38774e-03
Iter: 13000, Loss: 1.53440e-03, Loss_0: 1.51410e-04, Loss_b: 4.13780e-07, Loss_f: 1.38258e-03
Iter: 13100, Loss: 1.52984e-03, Loss_0: 1.53266e-04, Loss_b: 4.89683e-07, Loss_f: 1.37608e-03
Training time: 925.6929
