Start Training:
Iter: 0, Loss: 1.22798e+01, Loss_0: 1.80717e-01, Loss_1: 1.16051e+01, Loss_b: 8.61457e-02, Loss_f: 4.07901e-01
Iter: 1300, Loss: 3.93166e-01, Loss_0: 6.93994e-05, Loss_1: 3.13979e-01, Loss_b: 1.14257e-04, Loss_f: 7.90029e-02
Iter: 1400, Loss: 5.39892e-01, Loss_0: 2.05379e-03, Loss_1: 2.92435e-01, Loss_b: 1.82853e-04, Loss_f: 2.45220e-01
Iter: 1500, Loss: 2.45959e-01, Loss_0: 6.00143e-05, Loss_1: 2.13241e-01, Loss_b: 9.34952e-06, Loss_f: 3.26484e-02
Iter: 1600, Loss: 2.79944e-01, Loss_0: 7.66511e-05, Loss_1: 2.39113e-01, Loss_b: 2.53409e-04, Loss_f: 4.05008e-02
Iter: 1700, Loss: 2.03292e-01, Loss_0: 6.04957e-05, Loss_1: 1.71594e-01, Loss_b: 8.26140e-06, Loss_f: 3.16289e-02
Iter: 1800, Loss: 2.12460e-01, Loss_0: 6.38301e-05, Loss_1: 1.84579e-01, Loss_b: 4.19239e-05, Loss_f: 2.77749e-02
Iter: 1900, Loss: 4.59644e-01, Loss_0: 8.49239e-04, Loss_1: 2.20873e-01, Loss_b: 5.33605e-03, Loss_f: 2.32586e-01
Iter: 2000, Loss: 1.81610e-01, Loss_0: 6.10474e-05, Loss_1: 1.53346e-01, Loss_b: 3.82333e-06, Loss_f: 2.81991e-02
Iter: 2100, Loss: 1.92484e-01, Loss_0: 2.20829e-04, Loss_1: 1.63886e-01, Loss_b: 3.14118e-05, Loss_f: 2.83453e-02
Iter: 2200, Loss: 1.52593e-01, Loss_0: 5.96868e-05, Loss_1: 1.25919e-01, Loss_b: 9.80822e-06, Loss_f: 2.66046e-02
Iter: 2300, Loss: 1.64848e-01, Loss_0: 6.34796e-05, Loss_1: 1.40660e-01, Loss_b: 7.20234e-06, Loss_f: 2.41178e-02
Iter: 2400, Loss: 1.39769e-01, Loss_0: 5.90727e-05, Loss_1: 1.11369e-01, Loss_b: 1.00266e-05, Loss_f: 2.83303e-02
Iter: 2500, Loss: 1.50410e-01, Loss_0: 6.04107e-05, Loss_1: 1.27558e-01, Loss_b: 7.40420e-06, Loss_f: 2.27850e-02
Iter: 2600, Loss: 1.29470e-01, Loss_0: 6.28458e-05, Loss_1: 1.02769e-01, Loss_b: 9.33599e-06, Loss_f: 2.66285e-02
Iter: 2700, Loss: 1.35849e-01, Loss_0: 5.86876e-05, Loss_1: 1.14500e-01, Loss_b: 1.21740e-05, Loss_f: 2.12783e-02
Iter: 2800, Loss: 3.23338e-01, Loss_0: 1.04730e-03, Loss_1: 1.71076e-01, Loss_b: 1.45835e-05, Loss_f: 1.51200e-01
Iter: 2900, Loss: 1.26158e-01, Loss_0: 5.82225e-05, Loss_1: 1.05641e-01, Loss_b: 7.55585e-06, Loss_f: 2.04509e-02
Iter: 3000, Loss: 1.44428e-01, Loss_0: 1.38229e-04, Loss_1: 9.55898e-02, Loss_b: 1.14881e-04, Loss_f: 4.85846e-02
Iter: 3100, Loss: 1.51303e-01, Loss_0: 1.33685e-04, Loss_1: 1.07751e-01, Loss_b: 3.02712e-04, Loss_f: 4.31160e-02
Iter: 3200, Loss: 1.02510e-01, Loss_0: 5.78719e-05, Loss_1: 8.39492e-02, Loss_b: 1.35024e-05, Loss_f: 1.84895e-02
Iter: 3300, Loss: 1.10092e-01, Loss_0: 5.79691e-05, Loss_1: 9.29515e-02, Loss_b: 1.77170e-05, Loss_f: 1.70646e-02
Iter: 3400, Loss: 9.52121e-02, Loss_0: 5.79006e-05, Loss_1: 7.72801e-02, Loss_b: 1.52657e-05, Loss_f: 1.78588e-02
Iter: 3500, Loss: 1.11139e-01, Loss_0: 5.82857e-05, Loss_1: 9.50117e-02, Loss_b: 2.24753e-05, Loss_f: 1.60468e-02
Iter: 3600, Loss: 9.34514e-02, Loss_0: 5.78082e-05, Loss_1: 7.69126e-02, Loss_b: 1.62386e-05, Loss_f: 1.64647e-02
Iter: 3700, Loss: 1.03165e-01, Loss_0: 8.06194e-05, Loss_1: 8.41164e-02, Loss_b: 1.32538e-05, Loss_f: 1.89549e-02
Iter: 3800, Loss: 8.45554e-02, Loss_0: 5.81166e-05, Loss_1: 6.90180e-02, Loss_b: 1.36968e-05, Loss_f: 1.54656e-02
Iter: 3900, Loss: 9.07846e-02, Loss_0: 6.41201e-05, Loss_1: 7.66292e-02, Loss_b: 1.42797e-05, Loss_f: 1.40770e-02
Iter: 4000, Loss: 7.93356e-02, Loss_0: 5.88533e-05, Loss_1: 6.45039e-02, Loss_b: 1.19402e-05, Loss_f: 1.47609e-02
Iter: 4100, Loss: 8.07146e-02, Loss_0: 6.16952e-05, Loss_1: 6.71569e-02, Loss_b: 8.02758e-06, Loss_f: 1.34880e-02
Iter: 4200, Loss: 9.67003e-02, Loss_0: 2.24965e-03, Loss_1: 7.31058e-02, Loss_b: 2.21223e-04, Loss_f: 2.11236e-02
Iter: 4300, Loss: 7.29514e-02, Loss_0: 5.94272e-05, Loss_1: 5.95208e-02, Loss_b: 8.81822e-06, Loss_f: 1.33623e-02
Iter: 4400, Loss: 8.79425e-02, Loss_0: 1.59017e-04, Loss_1: 7.23354e-02, Loss_b: 3.87816e-05, Loss_f: 1.54093e-02
Iter: 4500, Loss: 7.10676e-02, Loss_0: 6.02001e-05, Loss_1: 5.83506e-02, Loss_b: 5.78861e-06, Loss_f: 1.26510e-02
Iter: 4600, Loss: 7.18674e-02, Loss_0: 6.30696e-05, Loss_1: 6.04262e-02, Loss_b: 7.24118e-06, Loss_f: 1.13709e-02
Iter: 4700, Loss: 1.28882e-01, Loss_0: 4.33562e-04, Loss_1: 5.97772e-02, Loss_b: 6.09978e-06, Loss_f: 6.86653e-02
Iter: 4800, Loss: 6.60029e-02, Loss_0: 6.01194e-05, Loss_1: 5.44885e-02, Loss_b: 8.14931e-06, Loss_f: 1.14462e-02
Iter: 4900, Loss: 8.72958e-02, Loss_0: 6.17934e-05, Loss_1: 6.25410e-02, Loss_b: 1.59099e-04, Loss_f: 2.45339e-02
Iter: 5000, Loss: 3.47413e-01, Loss_0: 4.94514e-04, Loss_1: 5.18437e-02, Loss_b: 5.04739e-05, Loss_f: 2.95024e-01
Iter: 5100, Loss: 5.66773e-02, Loss_0: 7.79713e-05, Loss_1: 4.29383e-02, Loss_b: 1.17932e-05, Loss_f: 1.36492e-02
Iter: 5200, Loss: 5.22323e-02, Loss_0: 7.18795e-05, Loss_1: 3.82151e-02, Loss_b: 9.91067e-06, Loss_f: 1.39354e-02
Iter: 5300, Loss: 4.77557e-02, Loss_0: 9.34120e-05, Loss_1: 3.39396e-02, Loss_b: 1.01188e-05, Loss_f: 1.37126e-02
Iter: 5400, Loss: 4.20546e-02, Loss_0: 1.19651e-04, Loss_1: 2.96234e-02, Loss_b: 6.58820e-06, Loss_f: 1.23049e-02
Iter: 5500, Loss: 3.83811e-02, Loss_0: 9.18499e-05, Loss_1: 2.74585e-02, Loss_b: 2.76957e-05, Loss_f: 1.08030e-02
Iter: 5600, Loss: 3.53609e-02, Loss_0: 7.08989e-05, Loss_1: 2.45911e-02, Loss_b: 2.36199e-05, Loss_f: 1.06753e-02
Iter: 5700, Loss: 3.26833e-02, Loss_0: 7.12132e-05, Loss_1: 2.26362e-02, Loss_b: 5.26613e-06, Loss_f: 9.97069e-03
Iter: 5800, Loss: 3.03107e-02, Loss_0: 6.73026e-05, Loss_1: 2.06969e-02, Loss_b: 5.61821e-06, Loss_f: 9.54083e-03
Iter: 5900, Loss: 2.85855e-02, Loss_0: 6.08201e-05, Loss_1: 1.95970e-02, Loss_b: 1.98972e-05, Loss_f: 8.90779e-03
Iter: 6000, Loss: 2.68285e-02, Loss_0: 6.37954e-05, Loss_1: 1.87706e-02, Loss_b: 1.56539e-05, Loss_f: 7.97846e-03
Iter: 6100, Loss: 2.47916e-02, Loss_0: 6.61884e-05, Loss_1: 1.76914e-02, Loss_b: 1.32224e-05, Loss_f: 7.02077e-03
Iter: 6200, Loss: 2.34959e-02, Loss_0: 5.86802e-05, Loss_1: 1.70586e-02, Loss_b: 9.29711e-06, Loss_f: 6.36937e-03
Iter: 6300, Loss: 2.21807e-02, Loss_0: 6.73246e-05, Loss_1: 1.58740e-02, Loss_b: 9.12313e-06, Loss_f: 6.23027e-03
Iter: 6400, Loss: 2.09210e-02, Loss_0: 6.53736e-05, Loss_1: 1.46345e-02, Loss_b: 9.62622e-06, Loss_f: 6.21152e-03
Iter: 6500, Loss: 2.00049e-02, Loss_0: 6.22259e-05, Loss_1: 1.38490e-02, Loss_b: 9.15678e-06, Loss_f: 6.08450e-03
Iter: 6600, Loss: 1.90247e-02, Loss_0: 6.78435e-05, Loss_1: 1.29472e-02, Loss_b: 8.27545e-06, Loss_f: 6.00138e-03
Iter: 6700, Loss: 1.82216e-02, Loss_0: 7.15006e-05, Loss_1: 1.23491e-02, Loss_b: 8.17284e-06, Loss_f: 5.79282e-03
Iter: 6800, Loss: 1.74085e-02, Loss_0: 5.94731e-05, Loss_1: 1.17618e-02, Loss_b: 6.38145e-06, Loss_f: 5.58088e-03
Iter: 6900, Loss: 1.67139e-02, Loss_0: 5.97287e-05, Loss_1: 1.11170e-02, Loss_b: 4.43448e-06, Loss_f: 5.53273e-03
Iter: 7000, Loss: 1.60166e-02, Loss_0: 6.14242e-05, Loss_1: 1.09666e-02, Loss_b: 3.88660e-06, Loss_f: 4.98472e-03
Iter: 7100, Loss: 1.55145e-02, Loss_0: 6.31979e-05, Loss_1: 1.05661e-02, Loss_b: 2.98571e-06, Loss_f: 4.88227e-03
Iter: 7200, Loss: 1.48712e-02, Loss_0: 5.97278e-05, Loss_1: 9.88780e-03, Loss_b: 1.59617e-06, Loss_f: 4.92204e-03
Iter: 7300, Loss: 1.42898e-02, Loss_0: 6.02560e-05, Loss_1: 9.33949e-03, Loss_b: 1.00670e-05, Loss_f: 4.88000e-03
Iter: 7400, Loss: 1.38913e-02, Loss_0: 6.51832e-05, Loss_1: 9.04840e-03, Loss_b: 1.16067e-06, Loss_f: 4.77651e-03
Iter: 7500, Loss: 1.33887e-02, Loss_0: 6.29127e-05, Loss_1: 8.64074e-03, Loss_b: 2.82454e-06, Loss_f: 4.68218e-03
Iter: 7600, Loss: 1.29739e-02, Loss_0: 8.50155e-05, Loss_1: 8.08416e-03, Loss_b: 5.33924e-06, Loss_f: 4.79936e-03
Iter: 7700, Loss: 1.25140e-02, Loss_0: 7.90677e-05, Loss_1: 7.79407e-03, Loss_b: 5.01447e-06, Loss_f: 4.63587e-03
Iter: 7800, Loss: 1.20241e-02, Loss_0: 7.27075e-05, Loss_1: 7.35572e-03, Loss_b: 8.45060e-06, Loss_f: 4.58721e-03
Iter: 7900, Loss: 1.15779e-02, Loss_0: 8.39529e-05, Loss_1: 7.02783e-03, Loss_b: 1.25282e-05, Loss_f: 4.45358e-03
Iter: 8000, Loss: 1.10789e-02, Loss_0: 7.27956e-05, Loss_1: 6.76444e-03, Loss_b: 8.92428e-06, Loss_f: 4.23274e-03
Iter: 8100, Loss: 1.06740e-02, Loss_0: 7.64877e-05, Loss_1: 6.58345e-03, Loss_b: 2.84593e-06, Loss_f: 4.01125e-03
Iter: 8200, Loss: 1.03266e-02, Loss_0: 7.89036e-05, Loss_1: 6.40276e-03, Loss_b: 3.56537e-06, Loss_f: 3.84133e-03
Iter: 8300, Loss: 9.94676e-03, Loss_0: 7.02342e-05, Loss_1: 6.18393e-03, Loss_b: 5.27990e-06, Loss_f: 3.68732e-03
Iter: 8400, Loss: 9.50661e-03, Loss_0: 7.60676e-05, Loss_1: 5.89343e-03, Loss_b: 5.43963e-06, Loss_f: 3.53168e-03
Iter: 8500, Loss: 9.22371e-03, Loss_0: 7.43420e-05, Loss_1: 5.68488e-03, Loss_b: 7.10914e-06, Loss_f: 3.45739e-03
Iter: 8600, Loss: 8.84970e-03, Loss_0: 7.61002e-05, Loss_1: 5.49313e-03, Loss_b: 8.44568e-06, Loss_f: 3.27202e-03
Iter: 8700, Loss: 8.38255e-03, Loss_0: 1.02974e-04, Loss_1: 5.25288e-03, Loss_b: 2.76355e-06, Loss_f: 3.02394e-03
Iter: 8800, Loss: 7.89564e-03, Loss_0: 9.32742e-05, Loss_1: 4.89776e-03, Loss_b: 6.44455e-06, Loss_f: 2.89816e-03
Iter: 8900, Loss: 7.61105e-03, Loss_0: 7.23759e-05, Loss_1: 4.73239e-03, Loss_b: 5.12798e-06, Loss_f: 2.80116e-03
Iter: 9000, Loss: 7.37245e-03, Loss_0: 7.93147e-05, Loss_1: 4.60002e-03, Loss_b: 6.11276e-06, Loss_f: 2.68700e-03
Iter: 9100, Loss: 7.06595e-03, Loss_0: 7.80185e-05, Loss_1: 4.35918e-03, Loss_b: 1.65389e-06, Loss_f: 2.62709e-03
Iter: 9200, Loss: 6.83443e-03, Loss_0: 7.69148e-05, Loss_1: 4.15685e-03, Loss_b: 1.48595e-06, Loss_f: 2.59918e-03
Iter: 9300, Loss: 6.71454e-03, Loss_0: 7.36885e-05, Loss_1: 4.03328e-03, Loss_b: 1.56705e-06, Loss_f: 2.60600e-03
Iter: 9400, Loss: 6.46656e-03, Loss_0: 7.34056e-05, Loss_1: 3.79892e-03, Loss_b: 1.94716e-06, Loss_f: 2.59229e-03
Iter: 9500, Loss: 6.28765e-03, Loss_0: 7.37039e-05, Loss_1: 3.61103e-03, Loss_b: 3.94049e-06, Loss_f: 2.59898e-03
Iter: 9600, Loss: 6.09998e-03, Loss_0: 7.12294e-05, Loss_1: 3.46377e-03, Loss_b: 2.33587e-06, Loss_f: 2.56265e-03
Iter: 9700, Loss: 5.87727e-03, Loss_0: 6.78251e-05, Loss_1: 3.36193e-03, Loss_b: 3.00801e-06, Loss_f: 2.44451e-03
Iter: 9800, Loss: 5.72970e-03, Loss_0: 6.67601e-05, Loss_1: 3.22635e-03, Loss_b: 8.38588e-06, Loss_f: 2.42820e-03
Iter: 9900, Loss: 5.58183e-03, Loss_0: 6.55017e-05, Loss_1: 3.16813e-03, Loss_b: 3.29251e-06, Loss_f: 2.34490e-03
Iter: 10000, Loss: 5.39010e-03, Loss_0: 6.97069e-05, Loss_1: 3.06764e-03, Loss_b: 2.90188e-06, Loss_f: 2.24985e-03
Iter: 10100, Loss: 5.22225e-03, Loss_0: 6.91207e-05, Loss_1: 2.98044e-03, Loss_b: 2.40953e-06, Loss_f: 2.17029e-03
Iter: 10200, Loss: 5.02828e-03, Loss_0: 6.64145e-05, Loss_1: 2.87611e-03, Loss_b: 3.17645e-06, Loss_f: 2.08258e-03
Iter: 10300, Loss: 4.80940e-03, Loss_0: 6.33254e-05, Loss_1: 2.74541e-03, Loss_b: 1.73734e-06, Loss_f: 1.99893e-03
Iter: 10400, Loss: 4.66272e-03, Loss_0: 6.43659e-05, Loss_1: 2.67954e-03, Loss_b: 4.87924e-06, Loss_f: 1.91394e-03
Iter: 10500, Loss: 4.54861e-03, Loss_0: 6.33311e-05, Loss_1: 2.57375e-03, Loss_b: 2.53098e-06, Loss_f: 1.90900e-03
Iter: 10600, Loss: 4.41310e-03, Loss_0: 6.45581e-05, Loss_1: 2.43947e-03, Loss_b: 9.99194e-07, Loss_f: 1.90807e-03
Iter: 10700, Loss: 4.30040e-03, Loss_0: 6.50065e-05, Loss_1: 2.38375e-03, Loss_b: 7.02416e-07, Loss_f: 1.85094e-03
Iter: 10800, Loss: 4.21429e-03, Loss_0: 6.56244e-05, Loss_1: 2.32738e-03, Loss_b: 5.88269e-07, Loss_f: 1.82070e-03
Training time: 5781.3383
