Start Training:
Iter: 0, Loss: 1.43996e+01, Loss_0: 1.39516e+01, Loss_b: 7.35835e-02, Loss_f: 3.74452e-01
Iter: 3900, Loss: 3.76502e-01, Loss_0: 1.73983e-01, Loss_b: 3.95574e-05, Loss_f: 2.02480e-01
Iter: 4000, Loss: 2.79205e-01, Loss_0: 1.74940e-01, Loss_b: 2.75784e-06, Loss_f: 1.04262e-01
Iter: 4100, Loss: 2.56441e-01, Loss_0: 1.63293e-01, Loss_b: 1.41538e-04, Loss_f: 9.30071e-02
Iter: 4200, Loss: 2.63150e-01, Loss_0: 1.73409e-01, Loss_b: 6.95553e-06, Loss_f: 8.97345e-02
Iter: 4300, Loss: 1.72077e-01, Loss_0: 1.32852e-01, Loss_b: 1.21967e-05, Loss_f: 3.92122e-02
Iter: 4400, Loss: 1.65107e-01, Loss_0: 1.30968e-01, Loss_b: 6.00896e-06, Loss_f: 3.41338e-02
Iter: 4500, Loss: 1.70049e-01, Loss_0: 1.34815e-01, Loss_b: 7.52026e-06, Loss_f: 3.52263e-02
Iter: 4600, Loss: 1.67197e-01, Loss_0: 1.35314e-01, Loss_b: 9.60162e-06, Loss_f: 3.18732e-02
Iter: 4700, Loss: 2.83573e-01, Loss_0: 1.32082e-01, Loss_b: 6.62373e-06, Loss_f: 1.51485e-01
Iter: 4800, Loss: 1.69850e-01, Loss_0: 1.31124e-01, Loss_b: 1.60068e-06, Loss_f: 3.87245e-02
Iter: 4900, Loss: 1.67334e-01, Loss_0: 1.20050e-01, Loss_b: 3.02717e-06, Loss_f: 4.72803e-02
Iter: 5000, Loss: 2.09364e-01, Loss_0: 1.21287e-01, Loss_b: 1.06725e-05, Loss_f: 8.80663e-02
Iter: 5100, Loss: 1.20528e-01, Loss_0: 7.84411e-02, Loss_b: 5.87763e-05, Loss_f: 4.20285e-02
Iter: 5200, Loss: 9.86369e-02, Loss_0: 5.94847e-02, Loss_b: 7.26390e-06, Loss_f: 3.91450e-02
Iter: 5300, Loss: 7.68061e-02, Loss_0: 4.28372e-02, Loss_b: 7.03733e-05, Loss_f: 3.38986e-02
Iter: 5400, Loss: 5.52707e-02, Loss_0: 2.58268e-02, Loss_b: 3.40421e-05, Loss_f: 2.94099e-02
Iter: 5500, Loss: 4.11721e-02, Loss_0: 1.65152e-02, Loss_b: 3.89408e-05, Loss_f: 2.46179e-02
Iter: 5600, Loss: 3.04425e-02, Loss_0: 1.11760e-02, Loss_b: 6.62021e-05, Loss_f: 1.92003e-02
Iter: 5700, Loss: 2.42310e-02, Loss_0: 7.35699e-03, Loss_b: 6.98528e-05, Loss_f: 1.68041e-02
Iter: 5800, Loss: 1.87091e-02, Loss_0: 4.96106e-03, Loss_b: 7.42038e-05, Loss_f: 1.36739e-02
Iter: 5900, Loss: 1.53818e-02, Loss_0: 3.83559e-03, Loss_b: 1.06949e-04, Loss_f: 1.14392e-02
Iter: 6000, Loss: 1.30357e-02, Loss_0: 3.21524e-03, Loss_b: 1.14922e-04, Loss_f: 9.70555e-03
Iter: 6100, Loss: 1.14762e-02, Loss_0: 2.79756e-03, Loss_b: 7.33892e-05, Loss_f: 8.60529e-03
Iter: 6200, Loss: 1.03085e-02, Loss_0: 2.40071e-03, Loss_b: 7.35145e-05, Loss_f: 7.83427e-03
Iter: 6300, Loss: 9.21683e-03, Loss_0: 1.94077e-03, Loss_b: 7.39652e-05, Loss_f: 7.20209e-03
Iter: 6400, Loss: 8.49666e-03, Loss_0: 1.67664e-03, Loss_b: 7.16884e-05, Loss_f: 6.74833e-03
Iter: 6500, Loss: 7.80995e-03, Loss_0: 1.49593e-03, Loss_b: 6.63116e-05, Loss_f: 6.24771e-03
Iter: 6600, Loss: 6.99159e-03, Loss_0: 1.26198e-03, Loss_b: 6.11555e-05, Loss_f: 5.66846e-03
Iter: 6700, Loss: 6.41071e-03, Loss_0: 1.02208e-03, Loss_b: 5.09585e-05, Loss_f: 5.33767e-03
Iter: 6800, Loss: 5.75711e-03, Loss_0: 9.01921e-04, Loss_b: 4.25323e-05, Loss_f: 4.81265e-03
Iter: 6900, Loss: 5.21537e-03, Loss_0: 7.35058e-04, Loss_b: 4.59210e-05, Loss_f: 4.43440e-03
Iter: 7000, Loss: 4.60571e-03, Loss_0: 6.72791e-04, Loss_b: 2.28449e-05, Loss_f: 3.91007e-03
Iter: 7100, Loss: 4.16612e-03, Loss_0: 5.72572e-04, Loss_b: 2.89578e-05, Loss_f: 3.56459e-03
Iter: 7200, Loss: 3.77388e-03, Loss_0: 5.49323e-04, Loss_b: 1.04502e-05, Loss_f: 3.21410e-03
Iter: 7300, Loss: 3.38703e-03, Loss_0: 4.99402e-04, Loss_b: 6.93441e-06, Loss_f: 2.88069e-03
Iter: 7400, Loss: 3.01511e-03, Loss_0: 3.57512e-04, Loss_b: 5.38421e-06, Loss_f: 2.65222e-03
Iter: 7500, Loss: 2.76713e-03, Loss_0: 2.90017e-04, Loss_b: 2.49360e-06, Loss_f: 2.47462e-03
Iter: 7600, Loss: 2.54167e-03, Loss_0: 2.73693e-04, Loss_b: 1.27821e-06, Loss_f: 2.26670e-03
Iter: 7700, Loss: 2.30433e-03, Loss_0: 2.80874e-04, Loss_b: 1.33040e-06, Loss_f: 2.02213e-03
Iter: 7800, Loss: 2.17614e-03, Loss_0: 2.23500e-04, Loss_b: 2.61691e-06, Loss_f: 1.95003e-03
Iter: 7900, Loss: 2.04496e-03, Loss_0: 2.33327e-04, Loss_b: 1.02026e-06, Loss_f: 1.81061e-03
Iter: 8000, Loss: 1.93292e-03, Loss_0: 2.50220e-04, Loss_b: 6.44499e-07, Loss_f: 1.68205e-03
Iter: 8100, Loss: 1.77853e-03, Loss_0: 2.15647e-04, Loss_b: 7.41995e-07, Loss_f: 1.56214e-03
Iter: 8200, Loss: 1.66552e-03, Loss_0: 2.02028e-04, Loss_b: 4.30426e-07, Loss_f: 1.46306e-03
Iter: 8300, Loss: 1.55525e-03, Loss_0: 2.04285e-04, Loss_b: 4.21347e-07, Loss_f: 1.35054e-03
Iter: 8400, Loss: 1.46095e-03, Loss_0: 1.94432e-04, Loss_b: 1.70194e-06, Loss_f: 1.26481e-03
Iter: 8500, Loss: 1.39656e-03, Loss_0: 1.73292e-04, Loss_b: 9.76507e-07, Loss_f: 1.22229e-03
Iter: 8600, Loss: 1.33479e-03, Loss_0: 1.63871e-04, Loss_b: 1.54252e-06, Loss_f: 1.16937e-03
Iter: 8700, Loss: 1.24946e-03, Loss_0: 1.64577e-04, Loss_b: 7.53518e-07, Loss_f: 1.08413e-03
Iter: 8800, Loss: 1.17887e-03, Loss_0: 1.55576e-04, Loss_b: 1.42681e-06, Loss_f: 1.02187e-03
Iter: 8900, Loss: 1.10867e-03, Loss_0: 1.43020e-04, Loss_b: 1.55443e-06, Loss_f: 9.64091e-04
Iter: 9000, Loss: 1.04855e-03, Loss_0: 1.21296e-04, Loss_b: 2.14213e-06, Loss_f: 9.25109e-04
Iter: 9100, Loss: 9.81431e-04, Loss_0: 1.04832e-04, Loss_b: 1.05371e-06, Loss_f: 8.75545e-04
Iter: 9200, Loss: 9.40720e-04, Loss_0: 8.96466e-05, Loss_b: 2.97022e-06, Loss_f: 8.48103e-04
Iter: 9300, Loss: 8.93556e-04, Loss_0: 8.89824e-05, Loss_b: 1.84989e-06, Loss_f: 8.02724e-04
Iter: 9400, Loss: 8.41570e-04, Loss_0: 8.64786e-05, Loss_b: 2.54330e-06, Loss_f: 7.52548e-04
Iter: 9500, Loss: 7.96722e-04, Loss_0: 7.83967e-05, Loss_b: 3.70379e-06, Loss_f: 7.14621e-04
Iter: 9600, Loss: 7.48662e-04, Loss_0: 6.72954e-05, Loss_b: 3.09610e-06, Loss_f: 6.78271e-04
Iter: 9700, Loss: 7.13146e-04, Loss_0: 6.06680e-05, Loss_b: 1.96060e-06, Loss_f: 6.50517e-04
Iter: 9800, Loss: 6.76260e-04, Loss_0: 5.80558e-05, Loss_b: 2.33382e-06, Loss_f: 6.15870e-04
Training time: 4692.7511
