Start Training:
Iter: 0, Loss: 1.29417e+01, Loss_0: 7.71248e-01, Loss_1: 1.12496e+01, Loss_b: 8.13895e-01, Loss_f: 1.06943e-01
Iter: 7200, Loss: 7.94530e-02, Loss_0: 3.16402e-04, Loss_1: 4.38692e-02, Loss_b: 5.86469e-04, Loss_f: 3.46809e-02
Iter: 7300, Loss: 4.19764e-02, Loss_0: 2.06308e-05, Loss_1: 3.01887e-02, Loss_b: 1.41012e-05, Loss_f: 1.17530e-02
Iter: 7400, Loss: 5.24749e-02, Loss_0: 2.70189e-05, Loss_1: 2.99424e-02, Loss_b: 4.03297e-05, Loss_f: 2.24651e-02
Iter: 7500, Loss: 4.37898e-02, Loss_0: 9.01845e-06, Loss_1: 3.09155e-02, Loss_b: 2.49863e-05, Loss_f: 1.28403e-02
Iter: 7600, Loss: 4.14017e-02, Loss_0: 8.33908e-06, Loss_1: 3.01258e-02, Loss_b: 2.16769e-05, Loss_f: 1.12460e-02
Iter: 7700, Loss: 5.78466e-02, Loss_0: 8.23123e-05, Loss_1: 2.96992e-02, Loss_b: 1.60172e-05, Loss_f: 2.80491e-02
Iter: 7800, Loss: 8.59213e-02, Loss_0: 3.60335e-04, Loss_1: 3.25110e-02, Loss_b: 2.32332e-05, Loss_f: 5.30267e-02
Iter: 7900, Loss: 4.54728e-02, Loss_0: 7.09497e-06, Loss_1: 3.33730e-02, Loss_b: 4.13342e-05, Loss_f: 1.20514e-02
Iter: 8000, Loss: 4.81967e-02, Loss_0: 9.72818e-06, Loss_1: 3.51645e-02, Loss_b: 4.27095e-05, Loss_f: 1.29797e-02
Iter: 8100, Loss: 4.26006e-02, Loss_0: 4.67888e-05, Loss_1: 3.04049e-02, Loss_b: 2.80665e-05, Loss_f: 1.21208e-02
Iter: 8200, Loss: 4.03802e-02, Loss_0: 2.09977e-05, Loss_1: 2.89965e-02, Loss_b: 2.16272e-05, Loss_f: 1.13410e-02
Iter: 8300, Loss: 3.95892e-02, Loss_0: 2.28283e-05, Loss_1: 2.90890e-02, Loss_b: 2.70133e-05, Loss_f: 1.04504e-02
Iter: 8400, Loss: 4.04159e-02, Loss_0: 5.79151e-05, Loss_1: 2.82637e-02, Loss_b: 2.12035e-05, Loss_f: 1.20731e-02
Iter: 8500, Loss: 4.51027e-02, Loss_0: 9.45659e-06, Loss_1: 2.98457e-02, Loss_b: 4.36318e-05, Loss_f: 1.52039e-02
Iter: 8600, Loss: 3.79788e-02, Loss_0: 5.98247e-06, Loss_1: 2.70386e-02, Loss_b: 1.91337e-05, Loss_f: 1.09152e-02
Iter: 8700, Loss: 1.03092e-01, Loss_0: 2.35065e-04, Loss_1: 2.93539e-02, Loss_b: 1.66579e-04, Loss_f: 7.33368e-02
Iter: 8800, Loss: 1.21410e-01, Loss_0: 1.70760e-04, Loss_1: 2.69577e-02, Loss_b: 2.10874e-04, Loss_f: 9.40703e-02
Iter: 8900, Loss: 3.88861e-02, Loss_0: 6.26782e-06, Loss_1: 2.90673e-02, Loss_b: 2.52759e-05, Loss_f: 9.78720e-03
Iter: 9000, Loss: 3.62331e-02, Loss_0: 9.00793e-06, Loss_1: 2.70877e-02, Loss_b: 1.48178e-05, Loss_f: 9.12156e-03
Iter: 9100, Loss: 3.78456e-02, Loss_0: 5.29457e-06, Loss_1: 2.85339e-02, Loss_b: 2.46545e-05, Loss_f: 9.28173e-03
Iter: 9200, Loss: 3.91805e-02, Loss_0: 2.84093e-05, Loss_1: 2.92221e-02, Loss_b: 1.60839e-04, Loss_f: 9.76912e-03
Iter: 9300, Loss: 3.38593e-02, Loss_0: 8.03186e-06, Loss_1: 2.51282e-02, Loss_b: 1.75162e-05, Loss_f: 8.70553e-03
Iter: 9400, Loss: 4.81454e-02, Loss_0: 6.05994e-05, Loss_1: 3.02447e-02, Loss_b: 4.01839e-05, Loss_f: 1.77999e-02
Iter: 9500, Loss: 5.47805e-02, Loss_0: 4.64353e-05, Loss_1: 3.75317e-02, Loss_b: 7.00321e-05, Loss_f: 1.71323e-02
Iter: 9600, Loss: 3.73670e-02, Loss_0: 2.09992e-05, Loss_1: 2.54848e-02, Loss_b: 1.13520e-05, Loss_f: 1.18498e-02
Iter: 9700, Loss: 4.34324e-02, Loss_0: 2.29800e-05, Loss_1: 2.58680e-02, Loss_b: 2.25831e-05, Loss_f: 1.75189e-02
Iter: 9800, Loss: 3.58031e-02, Loss_0: 1.45291e-05, Loss_1: 2.45920e-02, Loss_b: 1.81132e-05, Loss_f: 1.11785e-02
Iter: 9900, Loss: 5.55231e-02, Loss_0: 2.19329e-05, Loss_1: 2.47817e-02, Loss_b: 4.77157e-05, Loss_f: 3.06717e-02
Iter: 10000, Loss: 5.96767e-02, Loss_0: 1.61042e-04, Loss_1: 2.42896e-02, Loss_b: 3.96182e-05, Loss_f: 3.51865e-02
Iter: 10100, Loss: 2.69877e-02, Loss_0: 1.15002e-05, Loss_1: 1.88700e-02, Loss_b: 4.04084e-05, Loss_f: 8.06579e-03
Iter: 10200, Loss: 2.33866e-02, Loss_0: 1.52463e-05, Loss_1: 1.58647e-02, Loss_b: 2.15424e-05, Loss_f: 7.48514e-03
Iter: 10300, Loss: 2.08573e-02, Loss_0: 3.00543e-05, Loss_1: 1.32807e-02, Loss_b: 3.49591e-05, Loss_f: 7.51167e-03
Iter: 10400, Loss: 1.90548e-02, Loss_0: 2.04600e-05, Loss_1: 1.24086e-02, Loss_b: 5.61526e-05, Loss_f: 6.56958e-03
Iter: 10500, Loss: 1.74839e-02, Loss_0: 1.08918e-05, Loss_1: 1.13414e-02, Loss_b: 1.73953e-05, Loss_f: 6.11419e-03
Iter: 10600, Loss: 1.61408e-02, Loss_0: 1.26784e-05, Loss_1: 1.06026e-02, Loss_b: 6.41696e-06, Loss_f: 5.51912e-03
Iter: 10700, Loss: 1.51250e-02, Loss_0: 1.21222e-05, Loss_1: 1.01854e-02, Loss_b: 1.25797e-05, Loss_f: 4.91498e-03
Iter: 10800, Loss: 1.42395e-02, Loss_0: 3.96486e-05, Loss_1: 9.79281e-03, Loss_b: 3.80100e-05, Loss_f: 4.36904e-03
Iter: 10900, Loss: 1.33734e-02, Loss_0: 1.60585e-05, Loss_1: 9.35240e-03, Loss_b: 1.50436e-05, Loss_f: 3.98994e-03
Iter: 11000, Loss: 1.23397e-02, Loss_0: 1.42935e-05, Loss_1: 8.77523e-03, Loss_b: 1.07130e-05, Loss_f: 3.53943e-03
Iter: 11100, Loss: 1.16444e-02, Loss_0: 2.13561e-05, Loss_1: 8.30515e-03, Loss_b: 1.26909e-05, Loss_f: 3.30524e-03
Iter: 11200, Loss: 1.11886e-02, Loss_0: 2.54652e-05, Loss_1: 7.96676e-03, Loss_b: 1.42473e-05, Loss_f: 3.18209e-03
Iter: 11300, Loss: 1.07599e-02, Loss_0: 1.90230e-05, Loss_1: 7.70861e-03, Loss_b: 2.15141e-05, Loss_f: 3.01075e-03
Iter: 11400, Loss: 1.03476e-02, Loss_0: 1.66447e-05, Loss_1: 7.34943e-03, Loss_b: 8.30207e-06, Loss_f: 2.97326e-03
Iter: 11500, Loss: 9.99967e-03, Loss_0: 1.23798e-05, Loss_1: 7.12906e-03, Loss_b: 1.03532e-05, Loss_f: 2.84788e-03
Iter: 11600, Loss: 9.63525e-03, Loss_0: 1.67368e-05, Loss_1: 6.87940e-03, Loss_b: 6.96177e-06, Loss_f: 2.73216e-03
Iter: 11700, Loss: 9.26447e-03, Loss_0: 6.04599e-06, Loss_1: 6.64690e-03, Loss_b: 7.47544e-06, Loss_f: 2.60405e-03
Iter: 11800, Loss: 8.91438e-03, Loss_0: 8.02455e-06, Loss_1: 6.49573e-03, Loss_b: 1.16970e-05, Loss_f: 2.39893e-03
Iter: 11900, Loss: 8.57253e-03, Loss_0: 6.01219e-06, Loss_1: 6.25355e-03, Loss_b: 5.03747e-06, Loss_f: 2.30793e-03
Iter: 12000, Loss: 8.28776e-03, Loss_0: 5.47324e-06, Loss_1: 5.99102e-03, Loss_b: 5.99934e-06, Loss_f: 2.28527e-03
Iter: 12100, Loss: 8.05791e-03, Loss_0: 9.84285e-06, Loss_1: 5.79671e-03, Loss_b: 7.91303e-06, Loss_f: 2.24345e-03
Iter: 12200, Loss: 7.78447e-03, Loss_0: 1.84077e-05, Loss_1: 5.53990e-03, Loss_b: 7.18818e-06, Loss_f: 2.21898e-03
Iter: 12300, Loss: 7.53502e-03, Loss_0: 1.15931e-05, Loss_1: 5.35700e-03, Loss_b: 4.76341e-06, Loss_f: 2.16166e-03
Iter: 12400, Loss: 7.27332e-03, Loss_0: 4.83813e-06, Loss_1: 5.12051e-03, Loss_b: 6.42260e-06, Loss_f: 2.14155e-03
Iter: 12500, Loss: 7.04397e-03, Loss_0: 5.08712e-06, Loss_1: 4.95398e-03, Loss_b: 6.93775e-06, Loss_f: 2.07796e-03
Iter: 12600, Loss: 6.83109e-03, Loss_0: 7.90021e-06, Loss_1: 4.78461e-03, Loss_b: 3.76866e-06, Loss_f: 2.03481e-03
Iter: 12700, Loss: 6.63899e-03, Loss_0: 6.43034e-06, Loss_1: 4.69863e-03, Loss_b: 2.89163e-06, Loss_f: 1.93104e-03
Iter: 12800, Loss: 6.48318e-03, Loss_0: 4.90089e-06, Loss_1: 4.56910e-03, Loss_b: 2.51426e-06, Loss_f: 1.90667e-03
Iter: 12900, Loss: 6.32019e-03, Loss_0: 5.32821e-06, Loss_1: 4.43962e-03, Loss_b: 1.41049e-06, Loss_f: 1.87383e-03
Iter: 13000, Loss: 6.18633e-03, Loss_0: 8.78116e-06, Loss_1: 4.36549e-03, Loss_b: 5.17709e-07, Loss_f: 1.81155e-03
Iter: 13100, Loss: 6.00012e-03, Loss_0: 9.61406e-06, Loss_1: 4.25456e-03, Loss_b: 1.35739e-06, Loss_f: 1.73459e-03
Iter: 13200, Loss: 5.80777e-03, Loss_0: 7.63420e-06, Loss_1: 4.14475e-03, Loss_b: 6.01638e-07, Loss_f: 1.65478e-03
Iter: 13300, Loss: 5.65216e-03, Loss_0: 5.51018e-06, Loss_1: 4.04752e-03, Loss_b: 1.47387e-06, Loss_f: 1.59765e-03
Iter: 13400, Loss: 5.53320e-03, Loss_0: 6.51058e-06, Loss_1: 3.97745e-03, Loss_b: 3.10684e-06, Loss_f: 1.54613e-03
Iter: 13500, Loss: 5.42967e-03, Loss_0: 5.77567e-06, Loss_1: 3.89733e-03, Loss_b: 1.10592e-06, Loss_f: 1.52546e-03
Iter: 13600, Loss: 5.33271e-03, Loss_0: 5.70050e-06, Loss_1: 3.81410e-03, Loss_b: 5.43269e-07, Loss_f: 1.51236e-03
Iter: 13700, Loss: 5.22547e-03, Loss_0: 8.12614e-06, Loss_1: 3.73218e-03, Loss_b: 9.42438e-07, Loss_f: 1.48422e-03
Iter: 13800, Loss: 5.10558e-03, Loss_0: 1.27471e-05, Loss_1: 3.62342e-03, Loss_b: 6.17673e-07, Loss_f: 1.46880e-03
Iter: 13900, Loss: 4.98737e-03, Loss_0: 1.23374e-05, Loss_1: 3.56229e-03, Loss_b: 1.73601e-07, Loss_f: 1.41257e-03
Iter: 14000, Loss: 4.88690e-03, Loss_0: 7.23438e-06, Loss_1: 3.51335e-03, Loss_b: 3.68820e-07, Loss_f: 1.36595e-03
Iter: 14100, Loss: 4.80600e-03, Loss_0: 7.37206e-06, Loss_1: 3.46386e-03, Loss_b: 2.10058e-06, Loss_f: 1.33267e-03
Iter: 14200, Loss: 4.72658e-03, Loss_0: 7.26527e-06, Loss_1: 3.39898e-03, Loss_b: 1.23517e-06, Loss_f: 1.31910e-03
Iter: 14300, Loss: 4.62480e-03, Loss_0: 1.04703e-05, Loss_1: 3.32074e-03, Loss_b: 3.09894e-06, Loss_f: 1.29048e-03
Iter: 14400, Loss: 4.51645e-03, Loss_0: 1.38665e-05, Loss_1: 3.27976e-03, Loss_b: 5.00710e-06, Loss_f: 1.21782e-03
Iter: 14500, Loss: 4.43450e-03, Loss_0: 1.44687e-05, Loss_1: 3.23795e-03, Loss_b: 2.89306e-06, Loss_f: 1.17919e-03
Iter: 14600, Loss: 4.35573e-03, Loss_0: 7.80714e-06, Loss_1: 3.20405e-03, Loss_b: 1.13076e-06, Loss_f: 1.14274e-03
Iter: 14700, Loss: 4.28842e-03, Loss_0: 5.21265e-06, Loss_1: 3.14053e-03, Loss_b: 2.26539e-06, Loss_f: 1.14042e-03
Iter: 14800, Loss: 4.20922e-03, Loss_0: 4.34995e-06, Loss_1: 3.06957e-03, Loss_b: 3.66562e-06, Loss_f: 1.13163e-03
Iter: 14900, Loss: 4.14963e-03, Loss_0: 3.92170e-06, Loss_1: 3.03365e-03, Loss_b: 2.48281e-06, Loss_f: 1.10957e-03
Iter: 15000, Loss: 4.10175e-03, Loss_0: 3.93764e-06, Loss_1: 3.01599e-03, Loss_b: 2.26760e-06, Loss_f: 1.07955e-03
Iter: 15100, Loss: 4.03898e-03, Loss_0: 3.79763e-06, Loss_1: 2.98092e-03, Loss_b: 2.40656e-06, Loss_f: 1.05185e-03
Iter: 15200, Loss: 3.98325e-03, Loss_0: 3.84233e-06, Loss_1: 2.94628e-03, Loss_b: 3.50436e-06, Loss_f: 1.02962e-03
Iter: 15300, Loss: 3.93170e-03, Loss_0: 3.95710e-06, Loss_1: 2.92187e-03, Loss_b: 2.75445e-06, Loss_f: 1.00312e-03
Iter: 15400, Loss: 3.87973e-03, Loss_0: 4.00325e-06, Loss_1: 2.90837e-03, Loss_b: 9.03114e-07, Loss_f: 9.66450e-04
Iter: 15500, Loss: 3.82212e-03, Loss_0: 4.20347e-06, Loss_1: 2.86605e-03, Loss_b: 1.43944e-06, Loss_f: 9.50425e-04
Iter: 15600, Loss: 3.76878e-03, Loss_0: 4.45737e-06, Loss_1: 2.83352e-03, Loss_b: 1.63550e-06, Loss_f: 9.29166e-04
Iter: 15700, Loss: 3.71809e-03, Loss_0: 4.68794e-06, Loss_1: 2.80026e-03, Loss_b: 7.26261e-07, Loss_f: 9.12416e-04
Iter: 15800, Loss: 3.67296e-03, Loss_0: 4.89451e-06, Loss_1: 2.77205e-03, Loss_b: 2.33417e-07, Loss_f: 8.95779e-04
Iter: 15900, Loss: 3.62858e-03, Loss_0: 4.96135e-06, Loss_1: 2.73796e-03, Loss_b: 2.11568e-07, Loss_f: 8.85447e-04
Iter: 16000, Loss: 3.56116e-03, Loss_0: 4.99095e-06, Loss_1: 2.69094e-03, Loss_b: 1.90750e-07, Loss_f: 8.65042e-04
Iter: 16100, Loss: 3.51144e-03, Loss_0: 4.97129e-06, Loss_1: 2.66456e-03, Loss_b: 2.86346e-07, Loss_f: 8.41617e-04
Training time: 7535.9213
