Start Training:
Iter: 0, Loss: 5.29937e-01, Loss_0: 8.22210e-02, Loss_b: 4.41019e-01, Loss_f: 6.69659e-03
Iter: 3800, Loss: 1.78194e-05, Loss_0: 1.50839e-06, Loss_b: 8.23633e-08, Loss_f: 1.62287e-05
Iter: 3900, Loss: 1.65089e-05, Loss_0: 1.15329e-06, Loss_b: 1.29727e-07, Loss_f: 1.52258e-05
Iter: 4000, Loss: 1.76194e-05, Loss_0: 1.73995e-06, Loss_b: 1.34854e-06, Loss_f: 1.45309e-05
Iter: 4100, Loss: 1.46547e-05, Loss_0: 1.13050e-06, Loss_b: 6.47046e-08, Loss_f: 1.34595e-05
Iter: 4200, Loss: 1.35416e-05, Loss_0: 8.29464e-07, Loss_b: 5.77160e-08, Loss_f: 1.26544e-05
Iter: 4300, Loss: 1.52158e-05, Loss_0: 1.19891e-06, Loss_b: 2.03234e-06, Loss_f: 1.19845e-05
Iter: 4400, Loss: 1.26265e-05, Loss_0: 1.17145e-06, Loss_b: 3.01654e-07, Loss_f: 1.11534e-05
Iter: 4500, Loss: 1.11838e-05, Loss_0: 6.55891e-07, Loss_b: 4.65660e-08, Loss_f: 1.04814e-05
Iter: 4600, Loss: 1.03575e-05, Loss_0: 4.73576e-07, Loss_b: 4.15089e-08, Loss_f: 9.84243e-06
Iter: 4700, Loss: 1.77219e-04, Loss_0: 2.61239e-05, Loss_b: 1.38738e-04, Loss_f: 1.23571e-05
Iter: 4800, Loss: 9.33832e-06, Loss_0: 5.93854e-07, Loss_b: 4.06253e-08, Loss_f: 8.70384e-06
Iter: 4900, Loss: 8.60806e-06, Loss_0: 3.82482e-07, Loss_b: 3.22487e-08, Loss_f: 8.19333e-06
Iter: 5000, Loss: 1.44460e-05, Loss_0: 1.14649e-06, Loss_b: 4.33873e-06, Loss_f: 8.96081e-06
Iter: 5100, Loss: 2.65991e-06, Loss_0: 1.62271e-07, Loss_b: 2.95099e-08, Loss_f: 2.46813e-06
Iter: 5200, Loss: 1.45210e-06, Loss_0: 1.20059e-07, Loss_b: 4.40405e-08, Loss_f: 1.28800e-06
Training time: 2481.2763
