Start Training:
Iter: 0, Loss: 2.27390e+00, Loss_0: 2.71812e-01, Loss_1: 1.90264e+00, Loss_b: 5.16299e-02, Loss_f: 4.78170e-02
Iter: 2100, Loss: 2.14914e-03, Loss_0: 4.66919e-06, Loss_1: 6.71673e-04, Loss_b: 2.18375e-05, Loss_f: 1.45096e-03
Iter: 2200, Loss: 1.25328e-03, Loss_0: 3.01999e-05, Loss_1: 6.09435e-04, Loss_b: 8.92833e-05, Loss_f: 5.24361e-04
Iter: 2300, Loss: 1.07326e-03, Loss_0: 1.92029e-05, Loss_1: 5.52594e-04, Loss_b: 5.54141e-05, Loss_f: 4.46046e-04
Iter: 2400, Loss: 1.07627e-03, Loss_0: 6.68789e-06, Loss_1: 5.17154e-04, Loss_b: 1.26676e-05, Loss_f: 5.39756e-04
Iter: 2500, Loss: 1.02703e-03, Loss_0: 5.26008e-06, Loss_1: 4.99722e-04, Loss_b: 1.60030e-05, Loss_f: 5.06049e-04
Iter: 2600, Loss: 1.19417e-03, Loss_0: 5.44537e-06, Loss_1: 4.62335e-04, Loss_b: 2.16512e-05, Loss_f: 7.04738e-04
Iter: 2700, Loss: 8.00327e-04, Loss_0: 4.62371e-06, Loss_1: 4.13200e-04, Loss_b: 1.04465e-05, Loss_f: 3.72057e-04
Iter: 2800, Loss: 7.64388e-04, Loss_0: 4.66430e-06, Loss_1: 3.94507e-04, Loss_b: 8.11437e-06, Loss_f: 3.57102e-04
Iter: 2900, Loss: 7.27249e-04, Loss_0: 4.53339e-06, Loss_1: 3.76441e-04, Loss_b: 8.71618e-06, Loss_f: 3.37558e-04
Iter: 3000, Loss: 7.02425e-04, Loss_0: 4.48693e-06, Loss_1: 3.71341e-04, Loss_b: 8.13824e-06, Loss_f: 3.18460e-04
Iter: 3100, Loss: 7.88353e-04, Loss_0: 2.74232e-05, Loss_1: 3.59994e-04, Loss_b: 5.70870e-05, Loss_f: 3.43849e-04
Iter: 3200, Loss: 6.90084e-04, Loss_0: 4.27977e-06, Loss_1: 3.40583e-04, Loss_b: 6.78582e-06, Loss_f: 3.38435e-04
Iter: 3300, Loss: 7.89179e-04, Loss_0: 3.83573e-05, Loss_1: 3.36481e-04, Loss_b: 8.78361e-05, Loss_f: 3.26504e-04
Iter: 3400, Loss: 8.74631e-04, Loss_0: 4.57935e-05, Loss_1: 3.15554e-04, Loss_b: 8.76558e-05, Loss_f: 4.25627e-04
Iter: 3500, Loss: 5.80234e-04, Loss_0: 4.33431e-06, Loss_1: 2.92164e-04, Loss_b: 6.29692e-06, Loss_f: 2.77439e-04
Iter: 3600, Loss: 5.84925e-04, Loss_0: 6.38810e-06, Loss_1: 2.84485e-04, Loss_b: 6.73629e-06, Loss_f: 2.87315e-04
Iter: 3700, Loss: 5.55958e-04, Loss_0: 5.27510e-06, Loss_1: 2.77418e-04, Loss_b: 7.71087e-06, Loss_f: 2.65554e-04
Iter: 3800, Loss: 5.55109e-04, Loss_0: 4.50112e-06, Loss_1: 2.72008e-04, Loss_b: 8.98973e-06, Loss_f: 2.69611e-04
Iter: 3900, Loss: 6.05568e-04, Loss_0: 7.03691e-06, Loss_1: 2.68742e-04, Loss_b: 1.99866e-05, Loss_f: 3.09802e-04
Iter: 4000, Loss: 7.03287e-04, Loss_0: 5.28827e-06, Loss_1: 2.81087e-04, Loss_b: 3.40002e-06, Loss_f: 4.13512e-04
Iter: 4100, Loss: 6.62427e-04, Loss_0: 5.01652e-06, Loss_1: 2.57961e-04, Loss_b: 3.37655e-06, Loss_f: 3.96073e-04
Iter: 4200, Loss: 9.57318e-04, Loss_0: 3.04761e-05, Loss_1: 2.54552e-04, Loss_b: 1.26771e-04, Loss_f: 5.45520e-04
Iter: 4300, Loss: 5.11912e-04, Loss_0: 5.01417e-06, Loss_1: 2.31848e-04, Loss_b: 3.48204e-06, Loss_f: 2.71567e-04
Iter: 4400, Loss: 8.13939e-04, Loss_0: 1.03813e-05, Loss_1: 2.46099e-04, Loss_b: 3.70420e-05, Loss_f: 5.20417e-04
Iter: 4500, Loss: 4.47519e-04, Loss_0: 4.47022e-06, Loss_1: 2.12715e-04, Loss_b: 2.98779e-06, Loss_f: 2.27346e-04
Iter: 4600, Loss: 6.10438e-04, Loss_0: 3.72778e-06, Loss_1: 2.25781e-04, Loss_b: 4.36391e-06, Loss_f: 3.76565e-04
Iter: 4700, Loss: 6.86784e-04, Loss_0: 5.45840e-05, Loss_1: 2.39004e-04, Loss_b: 1.53112e-04, Loss_f: 2.40085e-04
Iter: 4800, Loss: 5.13048e-04, Loss_0: 2.42939e-05, Loss_1: 2.38848e-04, Loss_b: 5.41637e-05, Loss_f: 1.95742e-04
Iter: 4900, Loss: 4.33051e-04, Loss_0: 7.28137e-06, Loss_1: 1.88748e-04, Loss_b: 1.88297e-05, Loss_f: 2.18192e-04
Iter: 5000, Loss: 2.32785e-03, Loss_0: 3.51855e-04, Loss_1: 3.72883e-04, Loss_b: 1.03407e-03, Loss_f: 5.69047e-04
Iter: 5100, Loss: 2.00538e-04, Loss_0: 3.46389e-06, Loss_1: 9.95867e-05, Loss_b: 3.55769e-07, Loss_f: 9.71317e-05
Iter: 5200, Loss: 1.45317e-04, Loss_0: 3.46056e-06, Loss_1: 8.12991e-05, Loss_b: 2.70691e-07, Loss_f: 6.02862e-05
Iter: 5300, Loss: 1.08743e-04, Loss_0: 3.53287e-06, Loss_1: 5.30357e-05, Loss_b: 2.01911e-06, Loss_f: 5.01553e-05
Iter: 5400, Loss: 8.77861e-05, Loss_0: 3.48496e-06, Loss_1: 3.29875e-05, Loss_b: 3.46424e-06, Loss_f: 4.78494e-05
Iter: 5500, Loss: 5.55829e-05, Loss_0: 3.64783e-06, Loss_1: 1.94339e-05, Loss_b: 2.53079e-06, Loss_f: 2.99705e-05
Iter: 5600, Loss: 4.27135e-05, Loss_0: 3.58249e-06, Loss_1: 1.50843e-05, Loss_b: 1.44309e-06, Loss_f: 2.26037e-05
Iter: 5700, Loss: 3.31002e-05, Loss_0: 3.50757e-06, Loss_1: 1.10380e-05, Loss_b: 1.26870e-06, Loss_f: 1.72859e-05
Iter: 5800, Loss: 2.81596e-05, Loss_0: 3.49303e-06, Loss_1: 9.35081e-06, Loss_b: 1.12068e-06, Loss_f: 1.41951e-05
Iter: 5900, Loss: 2.51580e-05, Loss_0: 3.49991e-06, Loss_1: 8.33275e-06, Loss_b: 1.34759e-06, Loss_f: 1.19778e-05
Iter: 6000, Loss: 2.27603e-05, Loss_0: 3.56203e-06, Loss_1: 8.32836e-06, Loss_b: 1.28672e-06, Loss_f: 9.58320e-06
Iter: 6100, Loss: 2.01959e-05, Loss_0: 3.51528e-06, Loss_1: 7.21527e-06, Loss_b: 8.54036e-07, Loss_f: 8.61132e-06
Iter: 6200, Loss: 1.74861e-05, Loss_0: 3.54281e-06, Loss_1: 5.74146e-06, Loss_b: 5.55004e-07, Loss_f: 7.64685e-06
Iter: 6300, Loss: 1.49840e-05, Loss_0: 3.53589e-06, Loss_1: 4.76364e-06, Loss_b: 3.75056e-07, Loss_f: 6.30945e-06
Iter: 6400, Loss: 1.37330e-05, Loss_0: 3.52845e-06, Loss_1: 4.62264e-06, Loss_b: 1.90110e-07, Loss_f: 5.39181e-06
Iter: 6500, Loss: 1.28427e-05, Loss_0: 3.52329e-06, Loss_1: 4.51232e-06, Loss_b: 2.78084e-07, Loss_f: 4.52903e-06
Iter: 6600, Loss: 1.20154e-05, Loss_0: 3.51169e-06, Loss_1: 4.13934e-06, Loss_b: 2.68283e-07, Loss_f: 4.09608e-06
Iter: 6700, Loss: 1.11507e-05, Loss_0: 3.49226e-06, Loss_1: 3.56824e-06, Loss_b: 1.31450e-07, Loss_f: 3.95874e-06
Iter: 6800, Loss: 1.05236e-05, Loss_0: 3.50018e-06, Loss_1: 3.15527e-06, Loss_b: 1.63972e-07, Loss_f: 3.70414e-06
Iter: 6900, Loss: 1.00949e-05, Loss_0: 3.47782e-06, Loss_1: 3.07418e-06, Loss_b: 1.10469e-07, Loss_f: 3.43240e-06
Iter: 7000, Loss: 9.54868e-06, Loss_0: 3.48464e-06, Loss_1: 2.77977e-06, Loss_b: 4.44901e-08, Loss_f: 3.23978e-06
Iter: 7100, Loss: 8.96629e-06, Loss_0: 3.48421e-06, Loss_1: 2.45187e-06, Loss_b: 1.47124e-08, Loss_f: 3.01550e-06
Iter: 7200, Loss: 8.65718e-06, Loss_0: 3.46789e-06, Loss_1: 2.29053e-06, Loss_b: 1.69625e-08, Loss_f: 2.88180e-06
Iter: 7300, Loss: 8.28282e-06, Loss_0: 3.47189e-06, Loss_1: 2.11054e-06, Loss_b: 1.47268e-08, Loss_f: 2.68566e-06
Iter: 7400, Loss: 7.98080e-06, Loss_0: 3.46882e-06, Loss_1: 2.02137e-06, Loss_b: 3.45043e-08, Loss_f: 2.45611e-06
Iter: 7500, Loss: 7.79934e-06, Loss_0: 3.47082e-06, Loss_1: 1.88943e-06, Loss_b: 3.53860e-08, Loss_f: 2.40370e-06
Iter: 7600, Loss: 7.54374e-06, Loss_0: 3.46688e-06, Loss_1: 1.75593e-06, Loss_b: 3.72704e-08, Loss_f: 2.28366e-06
Iter: 7700, Loss: 7.42164e-06, Loss_0: 3.46613e-06, Loss_1: 1.73481e-06, Loss_b: 4.59910e-08, Loss_f: 2.17471e-06
Iter: 7800, Loss: 7.24959e-06, Loss_0: 3.46567e-06, Loss_1: 1.70037e-06, Loss_b: 3.39843e-08, Loss_f: 2.04957e-06
Iter: 7900, Loss: 7.03416e-06, Loss_0: 3.46744e-06, Loss_1: 1.60535e-06, Loss_b: 2.48536e-08, Loss_f: 1.93652e-06
Iter: 8000, Loss: 6.80151e-06, Loss_0: 3.47098e-06, Loss_1: 1.48280e-06, Loss_b: 2.13969e-08, Loss_f: 1.82633e-06
Iter: 8100, Loss: 6.58944e-06, Loss_0: 3.46618e-06, Loss_1: 1.39754e-06, Loss_b: 1.66913e-08, Loss_f: 1.70903e-06
Iter: 8200, Loss: 6.43491e-06, Loss_0: 3.46407e-06, Loss_1: 1.34929e-06, Loss_b: 1.64816e-08, Loss_f: 1.60506e-06
Iter: 8300, Loss: 6.32035e-06, Loss_0: 3.46330e-06, Loss_1: 1.34992e-06, Loss_b: 1.20108e-08, Loss_f: 1.49512e-06
Iter: 8400, Loss: 6.17584e-06, Loss_0: 3.46305e-06, Loss_1: 1.33229e-06, Loss_b: 1.77496e-08, Loss_f: 1.36276e-06
Iter: 8500, Loss: 6.05488e-06, Loss_0: 3.46375e-06, Loss_1: 1.33256e-06, Loss_b: 2.50973e-08, Loss_f: 1.23347e-06
Iter: 8600, Loss: 5.96003e-06, Loss_0: 3.46460e-06, Loss_1: 1.30491e-06, Loss_b: 3.94371e-08, Loss_f: 1.15108e-06
Iter: 8700, Loss: 5.87063e-06, Loss_0: 3.46408e-06, Loss_1: 1.27890e-06, Loss_b: 3.53128e-08, Loss_f: 1.09233e-06
Iter: 8800, Loss: 5.76938e-06, Loss_0: 3.46167e-06, Loss_1: 1.19060e-06, Loss_b: 3.84941e-08, Loss_f: 1.07862e-06
Iter: 8900, Loss: 5.64694e-06, Loss_0: 3.46216e-06, Loss_1: 1.08643e-06, Loss_b: 3.60024e-08, Loss_f: 1.06235e-06
Iter: 9000, Loss: 5.56570e-06, Loss_0: 3.46617e-06, Loss_1: 1.03069e-06, Loss_b: 3.71498e-08, Loss_f: 1.03169e-06
Training time: 394.4165
