Start Training:
Iter: 0, Loss: 2.21340e+00, Loss_0: 1.54031e+00, Loss_b: 6.49295e-01, Loss_f: 2.37980e-02
Iter: 1700, Loss: 1.17289e-03, Loss_0: 5.34233e-04, Loss_b: 9.84968e-05, Loss_f: 5.40162e-04
Iter: 1800, Loss: 8.72226e-04, Loss_0: 4.12034e-04, Loss_b: 1.13618e-05, Loss_f: 4.48830e-04
Iter: 1900, Loss: 1.45627e-03, Loss_0: 4.20201e-04, Loss_b: 1.86364e-04, Loss_f: 8.49702e-04
Iter: 2000, Loss: 6.73172e-04, Loss_0: 2.87006e-04, Loss_b: 6.73135e-06, Loss_f: 3.79434e-04
Iter: 2100, Loss: 6.04230e-04, Loss_0: 2.43884e-04, Loss_b: 6.18628e-06, Loss_f: 3.54159e-04
Iter: 2200, Loss: 5.47313e-04, Loss_0: 2.13336e-04, Loss_b: 5.06183e-06, Loss_f: 3.28915e-04
Iter: 2300, Loss: 9.87512e-04, Loss_0: 2.40976e-04, Loss_b: 1.02077e-04, Loss_f: 6.44459e-04
Iter: 2400, Loss: 4.54869e-04, Loss_0: 1.65688e-04, Loss_b: 4.33101e-06, Loss_f: 2.84851e-04
Iter: 2500, Loss: 9.72877e-04, Loss_0: 1.98066e-04, Loss_b: 2.86897e-04, Loss_f: 4.87914e-04
Iter: 2600, Loss: 3.80715e-04, Loss_0: 1.29527e-04, Loss_b: 4.38637e-06, Loss_f: 2.46801e-04
Iter: 2700, Loss: 3.67779e-04, Loss_0: 1.26601e-04, Loss_b: 1.33616e-05, Loss_f: 2.27816e-04
Iter: 2800, Loss: 3.19324e-04, Loss_0: 1.01236e-04, Loss_b: 4.73499e-06, Loss_f: 2.13353e-04
Iter: 2900, Loss: 3.49129e-04, Loss_0: 9.72792e-05, Loss_b: 2.14765e-05, Loss_f: 2.30373e-04
Iter: 3000, Loss: 2.69326e-04, Loss_0: 7.97293e-05, Loss_b: 5.11789e-06, Loss_f: 1.84479e-04
Iter: 3100, Loss: 3.73818e-04, Loss_0: 9.98157e-05, Loss_b: 7.81362e-05, Loss_f: 1.95866e-04
Iter: 3200, Loss: 2.30248e-04, Loss_0: 6.43226e-05, Loss_b: 5.59601e-06, Loss_f: 1.60329e-04
Iter: 3300, Loss: 2.12144e-04, Loss_0: 5.53989e-05, Loss_b: 5.54711e-06, Loss_f: 1.51198e-04
Iter: 3400, Loss: 2.83909e-04, Loss_0: 6.92206e-05, Loss_b: 6.73942e-06, Loss_f: 2.07949e-04
Iter: 3500, Loss: 1.84926e-04, Loss_0: 4.56291e-05, Loss_b: 5.90247e-06, Loss_f: 1.33395e-04
Iter: 3600, Loss: 2.96323e-03, Loss_0: 4.57459e-04, Loss_b: 1.35621e-03, Loss_f: 1.14956e-03
Iter: 3700, Loss: 1.62805e-04, Loss_0: 3.77008e-05, Loss_b: 5.98827e-06, Loss_f: 1.19116e-04
Iter: 3800, Loss: 4.22421e-04, Loss_0: 5.13345e-05, Loss_b: 6.53245e-06, Loss_f: 3.64554e-04
Iter: 3900, Loss: 1.44021e-04, Loss_0: 3.04774e-05, Loss_b: 6.26790e-06, Loss_f: 1.07275e-04
Iter: 4000, Loss: 1.85624e-04, Loss_0: 3.74182e-05, Loss_b: 3.75402e-05, Loss_f: 1.10666e-04
Iter: 4100, Loss: 1.28832e-04, Loss_0: 2.48941e-05, Loss_b: 6.31950e-06, Loss_f: 9.76188e-05
Iter: 4200, Loss: 1.23177e-04, Loss_0: 2.50555e-05, Loss_b: 6.34870e-06, Loss_f: 9.17729e-05
Iter: 4300, Loss: 1.38922e-04, Loss_0: 2.46603e-05, Loss_b: 9.35390e-06, Loss_f: 1.04908e-04
Iter: 4400, Loss: 1.24856e-04, Loss_0: 2.04573e-05, Loss_b: 6.74920e-06, Loss_f: 9.76497e-05
Iter: 4500, Loss: 1.05272e-04, Loss_0: 1.82594e-05, Loss_b: 6.51134e-06, Loss_f: 8.05016e-05
Iter: 4600, Loss: 1.04861e-04, Loss_0: 2.01964e-05, Loss_b: 7.30049e-06, Loss_f: 7.73639e-05
Iter: 4700, Loss: 2.45545e-04, Loss_0: 2.42815e-05, Loss_b: 1.32882e-05, Loss_f: 2.07975e-04
Iter: 4800, Loss: 2.28818e-03, Loss_0: 3.07367e-04, Loss_b: 1.03718e-03, Loss_f: 9.43640e-04
Iter: 4900, Loss: 8.86381e-05, Loss_0: 1.37544e-05, Loss_b: 6.51575e-06, Loss_f: 6.83680e-05
Iter: 5000, Loss: 8.76737e-05, Loss_0: 1.35708e-05, Loss_b: 6.52710e-06, Loss_f: 6.75758e-05
Iter: 5100, Loss: 4.60038e-05, Loss_0: 4.92910e-06, Loss_b: 6.33035e-06, Loss_f: 3.47444e-05
Iter: 5200, Loss: 3.24052e-05, Loss_0: 6.13189e-06, Loss_b: 3.99898e-06, Loss_f: 2.22743e-05
Iter: 5300, Loss: 2.50479e-05, Loss_0: 6.17371e-06, Loss_b: 4.14596e-06, Loss_f: 1.47282e-05
Iter: 5400, Loss: 2.01881e-05, Loss_0: 7.05002e-06, Loss_b: 3.00964e-06, Loss_f: 1.01285e-05
Iter: 5500, Loss: 1.75521e-05, Loss_0: 5.83594e-06, Loss_b: 3.44115e-06, Loss_f: 8.27506e-06
Iter: 5600, Loss: 1.58139e-05, Loss_0: 5.35761e-06, Loss_b: 3.41211e-06, Loss_f: 7.04421e-06
Iter: 5700, Loss: 1.39990e-05, Loss_0: 5.18053e-06, Loss_b: 2.81270e-06, Loss_f: 6.00575e-06
Iter: 5800, Loss: 1.28998e-05, Loss_0: 4.92707e-06, Loss_b: 2.47498e-06, Loss_f: 5.49775e-06
Iter: 5900, Loss: 1.17427e-05, Loss_0: 4.37939e-06, Loss_b: 2.37006e-06, Loss_f: 4.99323e-06
Iter: 6000, Loss: 1.08568e-05, Loss_0: 4.06512e-06, Loss_b: 2.30937e-06, Loss_f: 4.48226e-06
Iter: 6100, Loss: 1.00245e-05, Loss_0: 3.77333e-06, Loss_b: 2.11879e-06, Loss_f: 4.13236e-06
Iter: 6200, Loss: 9.38448e-06, Loss_0: 3.52990e-06, Loss_b: 1.82771e-06, Loss_f: 4.02687e-06
Iter: 6300, Loss: 8.92640e-06, Loss_0: 3.61064e-06, Loss_b: 1.67254e-06, Loss_f: 3.64323e-06
Iter: 6400, Loss: 8.44927e-06, Loss_0: 3.58581e-06, Loss_b: 1.68186e-06, Loss_f: 3.18159e-06
Iter: 6500, Loss: 7.96596e-06, Loss_0: 3.38644e-06, Loss_b: 1.74097e-06, Loss_f: 2.83855e-06
Iter: 6600, Loss: 7.63581e-06, Loss_0: 3.07427e-06, Loss_b: 1.93804e-06, Loss_f: 2.62350e-06
Iter: 6700, Loss: 7.37221e-06, Loss_0: 2.88870e-06, Loss_b: 2.03227e-06, Loss_f: 2.45123e-06
Iter: 6800, Loss: 7.11642e-06, Loss_0: 2.81621e-06, Loss_b: 1.93420e-06, Loss_f: 2.36601e-06
Iter: 6900, Loss: 6.87077e-06, Loss_0: 2.73967e-06, Loss_b: 1.96305e-06, Loss_f: 2.16806e-06
Iter: 7000, Loss: 6.66535e-06, Loss_0: 2.69731e-06, Loss_b: 1.85621e-06, Loss_f: 2.11183e-06
Iter: 7100, Loss: 6.30875e-06, Loss_0: 2.59478e-06, Loss_b: 1.77558e-06, Loss_f: 1.93838e-06
Iter: 7200, Loss: 6.08412e-06, Loss_0: 2.50983e-06, Loss_b: 1.74948e-06, Loss_f: 1.82482e-06
Iter: 7300, Loss: 5.78723e-06, Loss_0: 2.48191e-06, Loss_b: 1.59383e-06, Loss_f: 1.71149e-06
Iter: 7400, Loss: 5.61390e-06, Loss_0: 2.34728e-06, Loss_b: 1.61609e-06, Loss_f: 1.65053e-06
Training time: 303.1432
