Start Training:
Iter: 0, Loss: 2.82389e+00, Loss_0: 3.74447e-01, Loss_1: 2.02467e+00, Loss_b: 3.62655e-01, Loss_f: 6.21207e-02
Iter: 3600, Loss: 1.20002e-03, Loss_0: 5.06830e-05, Loss_1: 6.67459e-04, Loss_b: 8.27720e-07, Loss_f: 4.81046e-04
Iter: 3700, Loss: 1.15635e-03, Loss_0: 5.13975e-05, Loss_1: 6.25263e-04, Loss_b: 5.88444e-07, Loss_f: 4.79101e-04
Iter: 3800, Loss: 2.18979e-03, Loss_0: 6.01798e-05, Loss_1: 5.88963e-04, Loss_b: 1.10487e-06, Loss_f: 1.53954e-03
Iter: 3900, Loss: 9.66199e-04, Loss_0: 5.03150e-05, Loss_1: 5.40972e-04, Loss_b: 1.91247e-06, Loss_f: 3.72999e-04
Iter: 4000, Loss: 9.50925e-04, Loss_0: 5.04558e-05, Loss_1: 5.18330e-04, Loss_b: 6.74406e-07, Loss_f: 3.81464e-04
Iter: 4100, Loss: 1.84571e-03, Loss_0: 6.13353e-05, Loss_1: 5.53046e-04, Loss_b: 3.65099e-06, Loss_f: 1.22767e-03
Iter: 4200, Loss: 1.01381e-03, Loss_0: 5.15572e-05, Loss_1: 4.74346e-04, Loss_b: 2.39297e-06, Loss_f: 4.85514e-04
Iter: 4300, Loss: 1.46465e-03, Loss_0: 6.03197e-05, Loss_1: 5.43993e-04, Loss_b: 8.24632e-06, Loss_f: 8.52091e-04
Iter: 4400, Loss: 9.03775e-04, Loss_0: 4.99111e-05, Loss_1: 4.55322e-04, Loss_b: 2.51233e-06, Loss_f: 3.96030e-04
Iter: 4500, Loss: 3.93138e-03, Loss_0: 1.06884e-04, Loss_1: 5.04189e-04, Loss_b: 3.86412e-05, Loss_f: 3.28167e-03
Iter: 4600, Loss: 7.66580e-04, Loss_0: 5.21736e-05, Loss_1: 4.20993e-04, Loss_b: 9.69491e-06, Loss_f: 2.83718e-04
Iter: 4700, Loss: 5.24893e-03, Loss_0: 8.77717e-05, Loss_1: 4.35439e-04, Loss_b: 9.83499e-06, Loss_f: 4.71589e-03
Iter: 4800, Loss: 9.28039e-04, Loss_0: 6.92071e-05, Loss_1: 4.30092e-04, Loss_b: 8.98166e-05, Loss_f: 3.38923e-04
Iter: 4900, Loss: 6.69355e-04, Loss_0: 5.02180e-05, Loss_1: 3.70055e-04, Loss_b: 4.75022e-07, Loss_f: 2.48606e-04
Iter: 5000, Loss: 2.11990e-03, Loss_0: 6.65815e-05, Loss_1: 3.97042e-04, Loss_b: 1.44465e-05, Loss_f: 1.64183e-03
Iter: 5100, Loss: 4.12320e-04, Loss_0: 4.85252e-05, Loss_1: 2.41163e-04, Loss_b: 1.88317e-06, Loss_f: 1.20749e-04
Iter: 5200, Loss: 2.92811e-04, Loss_0: 4.83261e-05, Loss_1: 1.55171e-04, Loss_b: 2.69728e-06, Loss_f: 8.66168e-05
Iter: 5300, Loss: 2.33410e-04, Loss_0: 4.82197e-05, Loss_1: 1.12771e-04, Loss_b: 5.01554e-07, Loss_f: 7.19181e-05
Iter: 5400, Loss: 1.82832e-04, Loss_0: 4.86176e-05, Loss_1: 7.32248e-05, Loss_b: 4.86534e-08, Loss_f: 6.09408e-05
Iter: 5500, Loss: 1.49319e-04, Loss_0: 4.81567e-05, Loss_1: 5.54048e-05, Loss_b: 1.22607e-07, Loss_f: 4.56350e-05
Iter: 5600, Loss: 1.27943e-04, Loss_0: 4.80583e-05, Loss_1: 4.25835e-05, Loss_b: 1.26343e-06, Loss_f: 3.60375e-05
Iter: 5700, Loss: 1.14543e-04, Loss_0: 4.79543e-05, Loss_1: 3.40210e-05, Loss_b: 8.59394e-07, Loss_f: 3.17084e-05
Iter: 5800, Loss: 1.01680e-04, Loss_0: 4.82798e-05, Loss_1: 2.60760e-05, Loss_b: 7.91370e-07, Loss_f: 2.65332e-05
Iter: 5900, Loss: 8.76717e-05, Loss_0: 4.81451e-05, Loss_1: 1.46718e-05, Loss_b: 1.51116e-06, Loss_f: 2.33436e-05
Iter: 6000, Loss: 7.91009e-05, Loss_0: 4.84100e-05, Loss_1: 1.25928e-05, Loss_b: 1.07427e-06, Loss_f: 1.70238e-05
Iter: 6100, Loss: 7.24552e-05, Loss_0: 4.82165e-05, Loss_1: 1.01037e-05, Loss_b: 1.41091e-06, Loss_f: 1.27242e-05
Iter: 6200, Loss: 6.81685e-05, Loss_0: 4.82314e-05, Loss_1: 7.54166e-06, Loss_b: 1.03446e-06, Loss_f: 1.13610e-05
Iter: 6300, Loss: 6.44655e-05, Loss_0: 4.82444e-05, Loss_1: 6.23028e-06, Loss_b: 6.38389e-07, Loss_f: 9.35240e-06
Iter: 6400, Loss: 6.20466e-05, Loss_0: 4.82035e-05, Loss_1: 5.41831e-06, Loss_b: 5.94996e-07, Loss_f: 7.82978e-06
Iter: 6500, Loss: 6.03943e-05, Loss_0: 4.82228e-05, Loss_1: 4.91647e-06, Loss_b: 3.41008e-07, Loss_f: 6.91405e-06
Iter: 6600, Loss: 5.87547e-05, Loss_0: 4.81523e-05, Loss_1: 4.68660e-06, Loss_b: 1.64634e-07, Loss_f: 5.75113e-06
Iter: 6700, Loss: 5.73982e-05, Loss_0: 4.80950e-05, Loss_1: 4.39702e-06, Loss_b: 1.78604e-07, Loss_f: 4.72752e-06
Iter: 6800, Loss: 5.64924e-05, Loss_0: 4.80584e-05, Loss_1: 3.97163e-06, Loss_b: 1.37892e-07, Loss_f: 4.32442e-06
Iter: 6900, Loss: 5.59356e-05, Loss_0: 4.80520e-05, Loss_1: 3.77671e-06, Loss_b: 7.82392e-08, Loss_f: 4.02866e-06
Iter: 7000, Loss: 5.54614e-05, Loss_0: 4.80378e-05, Loss_1: 3.74015e-06, Loss_b: 8.42983e-08, Loss_f: 3.59912e-06
Iter: 7100, Loss: 5.48273e-05, Loss_0: 4.80130e-05, Loss_1: 3.56401e-06, Loss_b: 9.75598e-08, Loss_f: 3.15278e-06
Iter: 7200, Loss: 5.43203e-05, Loss_0: 4.79732e-05, Loss_1: 3.43593e-06, Loss_b: 1.18892e-07, Loss_f: 2.79230e-06
Iter: 7300, Loss: 5.39276e-05, Loss_0: 4.79358e-05, Loss_1: 3.17823e-06, Loss_b: 1.59279e-07, Loss_f: 2.65427e-06
Iter: 7400, Loss: 5.34756e-05, Loss_0: 4.78724e-05, Loss_1: 2.86500e-06, Loss_b: 1.43615e-07, Loss_f: 2.59458e-06
Iter: 7500, Loss: 5.30130e-05, Loss_0: 4.77983e-05, Loss_1: 2.66074e-06, Loss_b: 1.13859e-07, Loss_f: 2.44012e-06
Iter: 7600, Loss: 5.26847e-05, Loss_0: 4.77449e-05, Loss_1: 2.42335e-06, Loss_b: 1.18989e-07, Loss_f: 2.39743e-06
Iter: 7700, Loss: 5.24106e-05, Loss_0: 4.76861e-05, Loss_1: 2.39909e-06, Loss_b: 9.37952e-08, Loss_f: 2.23159e-06
Iter: 7800, Loss: 5.19844e-05, Loss_0: 4.76109e-05, Loss_1: 2.18961e-06, Loss_b: 8.13232e-08, Loss_f: 2.10257e-06
Iter: 7900, Loss: 5.16556e-05, Loss_0: 4.75197e-05, Loss_1: 1.98208e-06, Loss_b: 7.21672e-08, Loss_f: 2.08171e-06
Iter: 8000, Loss: 5.14370e-05, Loss_0: 4.74671e-05, Loss_1: 1.90445e-06, Loss_b: 6.89612e-08, Loss_f: 1.99646e-06
Training time: 323.8932
