Start Training:
Iter: 0, Loss: 1.31296e+00, Loss_0: 1.28521e+00, Loss_b: 1.30612e-02, Loss_f: 1.46899e-02
Iter: 3000, Loss: 1.03853e-02, Loss_0: 5.13453e-03, Loss_b: 5.72869e-06, Loss_f: 5.24500e-03
Iter: 3100, Loss: 9.88355e-03, Loss_0: 4.94495e-03, Loss_b: 3.65342e-06, Loss_f: 4.93495e-03
Iter: 3200, Loss: 1.12848e-02, Loss_0: 4.77463e-03, Loss_b: 1.13458e-05, Loss_f: 6.49877e-03
Iter: 3300, Loss: 1.09994e-02, Loss_0: 4.73052e-03, Loss_b: 3.55158e-06, Loss_f: 6.26535e-03
Iter: 3400, Loss: 1.43720e-02, Loss_0: 5.16113e-03, Loss_b: 1.21179e-04, Loss_f: 9.08967e-03
Iter: 3500, Loss: 9.20454e-03, Loss_0: 3.67919e-03, Loss_b: 1.29537e-05, Loss_f: 5.51240e-03
Iter: 3600, Loss: 8.21096e-03, Loss_0: 3.54182e-03, Loss_b: 2.02441e-06, Loss_f: 4.66711e-03
Iter: 3700, Loss: 9.50919e-03, Loss_0: 3.52012e-03, Loss_b: 3.29286e-06, Loss_f: 5.98578e-03
Iter: 3800, Loss: 8.29231e-03, Loss_0: 3.46806e-03, Loss_b: 1.10752e-05, Loss_f: 4.81317e-03
Iter: 3900, Loss: 7.50420e-03, Loss_0: 3.06562e-03, Loss_b: 1.64941e-06, Loss_f: 4.43693e-03
Iter: 4000, Loss: 7.68794e-03, Loss_0: 3.01696e-03, Loss_b: 1.51867e-06, Loss_f: 4.66946e-03
Iter: 4100, Loss: 8.29561e-03, Loss_0: 2.96312e-03, Loss_b: 1.79895e-06, Loss_f: 5.33069e-03
Iter: 4200, Loss: 8.32824e-03, Loss_0: 2.93215e-03, Loss_b: 2.27049e-06, Loss_f: 5.39383e-03
Iter: 4300, Loss: 1.44628e-02, Loss_0: 2.80567e-03, Loss_b: 1.31929e-05, Loss_f: 1.16440e-02
Iter: 4400, Loss: 7.42310e-03, Loss_0: 2.65501e-03, Loss_b: 1.77122e-05, Loss_f: 4.75038e-03
Iter: 4500, Loss: 9.71922e-03, Loss_0: 2.79951e-03, Loss_b: 8.68466e-07, Loss_f: 6.91884e-03
Iter: 4600, Loss: 6.46204e-03, Loss_0: 2.76561e-03, Loss_b: 7.80962e-06, Loss_f: 3.68862e-03
Iter: 4700, Loss: 1.32641e-02, Loss_0: 2.61677e-03, Loss_b: 7.26505e-06, Loss_f: 1.06401e-02
Iter: 4800, Loss: 9.25252e-03, Loss_0: 2.78653e-03, Loss_b: 2.58393e-05, Loss_f: 6.44015e-03
Iter: 4900, Loss: 6.07242e-03, Loss_0: 2.51714e-03, Loss_b: 3.92142e-06, Loss_f: 3.55135e-03
Iter: 5000, Loss: 9.02627e-03, Loss_0: 2.60254e-03, Loss_b: 3.20328e-05, Loss_f: 6.39170e-03
Iter: 5100, Loss: 4.49925e-03, Loss_0: 1.45666e-03, Loss_b: 2.55126e-06, Loss_f: 3.04004e-03
Iter: 5200, Loss: 3.38000e-03, Loss_0: 1.42143e-03, Loss_b: 1.97720e-06, Loss_f: 1.95659e-03
Iter: 5300, Loss: 2.70383e-03, Loss_0: 1.09753e-03, Loss_b: 1.52549e-06, Loss_f: 1.60477e-03
Iter: 5400, Loss: 2.29351e-03, Loss_0: 8.43320e-04, Loss_b: 2.65004e-06, Loss_f: 1.44754e-03
Iter: 5500, Loss: 2.02459e-03, Loss_0: 8.15421e-04, Loss_b: 2.64720e-06, Loss_f: 1.20652e-03
Iter: 5600, Loss: 1.75334e-03, Loss_0: 7.05091e-04, Loss_b: 3.52800e-06, Loss_f: 1.04472e-03
Iter: 5700, Loss: 1.61621e-03, Loss_0: 6.54891e-04, Loss_b: 5.36219e-06, Loss_f: 9.55957e-04
Iter: 5800, Loss: 1.46817e-03, Loss_0: 5.71289e-04, Loss_b: 6.36514e-06, Loss_f: 8.90517e-04
Iter: 5900, Loss: 1.30615e-03, Loss_0: 5.19083e-04, Loss_b: 1.53312e-06, Loss_f: 7.85534e-04
Iter: 6000, Loss: 1.17982e-03, Loss_0: 4.89276e-04, Loss_b: 2.03274e-06, Loss_f: 6.88506e-04
Iter: 6100, Loss: 1.01927e-03, Loss_0: 3.76990e-04, Loss_b: 1.96186e-06, Loss_f: 6.40317e-04
Iter: 6200, Loss: 9.38743e-04, Loss_0: 3.56968e-04, Loss_b: 3.63067e-06, Loss_f: 5.78144e-04
Iter: 6300, Loss: 8.84061e-04, Loss_0: 3.27772e-04, Loss_b: 1.81832e-06, Loss_f: 5.54471e-04
Iter: 6400, Loss: 8.35900e-04, Loss_0: 3.12162e-04, Loss_b: 1.87333e-06, Loss_f: 5.21865e-04
Iter: 6500, Loss: 7.94558e-04, Loss_0: 2.88195e-04, Loss_b: 1.23488e-06, Loss_f: 5.05128e-04
Iter: 6600, Loss: 7.58936e-04, Loss_0: 2.91104e-04, Loss_b: 7.34475e-07, Loss_f: 4.67097e-04
Iter: 6700, Loss: 7.31320e-04, Loss_0: 2.69328e-04, Loss_b: 8.09578e-07, Loss_f: 4.61183e-04
Iter: 6800, Loss: 7.04380e-04, Loss_0: 2.70957e-04, Loss_b: 6.97658e-07, Loss_f: 4.32725e-04
Iter: 6900, Loss: 6.69607e-04, Loss_0: 2.55742e-04, Loss_b: 1.51803e-06, Loss_f: 4.12347e-04
Iter: 7000, Loss: 6.36885e-04, Loss_0: 2.50658e-04, Loss_b: 8.11517e-07, Loss_f: 3.85415e-04
Iter: 7100, Loss: 6.07923e-04, Loss_0: 2.45540e-04, Loss_b: 2.82269e-07, Loss_f: 3.62101e-04
Iter: 7200, Loss: 5.75159e-04, Loss_0: 2.37383e-04, Loss_b: 2.62788e-07, Loss_f: 3.37514e-04
Iter: 7300, Loss: 5.49113e-04, Loss_0: 2.21269e-04, Loss_b: 4.38677e-07, Loss_f: 3.27405e-04
Iter: 7400, Loss: 5.31071e-04, Loss_0: 2.15156e-04, Loss_b: 2.31355e-07, Loss_f: 3.15683e-04
Iter: 7500, Loss: 5.14285e-04, Loss_0: 2.13474e-04, Loss_b: 2.37941e-07, Loss_f: 3.00572e-04
Training time: 383.8584
