Start Training:
Iter: 0, Loss: 1.53186e+00, Loss_0: 5.64661e-01, Loss_1: 1.00278e-01, Loss_b: 6.70345e-01, Loss_f: 1.96573e-01
Iter: 2600, Loss: 2.38862e-03, Loss_0: 4.75095e-07, Loss_1: 2.18864e-03, Loss_b: 1.09890e-05, Loss_f: 1.88522e-04
Iter: 2700, Loss: 2.17757e-03, Loss_0: 4.94424e-06, Loss_1: 1.93630e-03, Loss_b: 2.99978e-05, Loss_f: 2.06332e-04
Iter: 2800, Loss: 2.02718e-03, Loss_0: 5.85329e-06, Loss_1: 1.80925e-03, Loss_b: 6.47544e-06, Loss_f: 2.05607e-04
Iter: 2900, Loss: 1.88253e-03, Loss_0: 4.63464e-06, Loss_1: 1.65881e-03, Loss_b: 3.73611e-05, Loss_f: 1.81730e-04
Iter: 3000, Loss: 1.71117e-03, Loss_0: 2.54200e-06, Loss_1: 1.52450e-03, Loss_b: 1.79863e-05, Loss_f: 1.66140e-04
Iter: 3100, Loss: 2.25762e-03, Loss_0: 5.30261e-05, Loss_1: 1.51181e-03, Loss_b: 2.26841e-04, Loss_f: 4.65947e-04
Iter: 3200, Loss: 1.63211e-03, Loss_0: 1.72159e-05, Loss_1: 1.25835e-03, Loss_b: 9.85046e-05, Loss_f: 2.58038e-04
Iter: 3300, Loss: 1.57626e-03, Loss_0: 1.65498e-05, Loss_1: 1.16621e-03, Loss_b: 7.16079e-05, Loss_f: 3.21894e-04
Iter: 3400, Loss: 1.56108e-03, Loss_0: 1.62359e-05, Loss_1: 1.05017e-03, Loss_b: 1.16715e-04, Loss_f: 3.77955e-04
Iter: 3500, Loss: 1.22069e-03, Loss_0: 6.23278e-06, Loss_1: 9.38877e-04, Loss_b: 7.25304e-05, Loss_f: 2.03050e-04
Iter: 3600, Loss: 1.07811e-03, Loss_0: 5.34228e-06, Loss_1: 8.25343e-04, Loss_b: 4.85131e-05, Loss_f: 1.98916e-04
Iter: 3700, Loss: 2.39176e-03, Loss_0: 3.94948e-05, Loss_1: 7.86163e-04, Loss_b: 6.48059e-04, Loss_f: 9.18041e-04
Iter: 3800, Loss: 1.17129e-03, Loss_0: 6.23971e-06, Loss_1: 6.56320e-04, Loss_b: 1.94246e-04, Loss_f: 3.14488e-04
Iter: 3900, Loss: 7.09301e-04, Loss_0: 1.78378e-06, Loss_1: 5.43568e-04, Loss_b: 2.29631e-06, Loss_f: 1.61652e-04
Iter: 4000, Loss: 7.11440e-04, Loss_0: 1.80063e-06, Loss_1: 4.94346e-04, Loss_b: 1.42396e-05, Loss_f: 2.01053e-04
Iter: 4100, Loss: 7.95347e-04, Loss_0: 3.40054e-06, Loss_1: 4.40716e-04, Loss_b: 5.78341e-05, Loss_f: 2.93396e-04
Iter: 4200, Loss: 6.92314e-04, Loss_0: 1.48638e-06, Loss_1: 4.01403e-04, Loss_b: 4.27660e-05, Loss_f: 2.46659e-04
Iter: 4300, Loss: 5.57990e-04, Loss_0: 1.28348e-06, Loss_1: 3.68752e-04, Loss_b: 1.23777e-05, Loss_f: 1.75577e-04
Iter: 4400, Loss: 7.09307e-04, Loss_0: 4.32499e-06, Loss_1: 3.57697e-04, Loss_b: 6.95572e-05, Loss_f: 2.77728e-04
Iter: 4500, Loss: 4.59456e-04, Loss_0: 4.55475e-07, Loss_1: 3.02606e-04, Loss_b: 8.00653e-06, Loss_f: 1.48387e-04
Iter: 4600, Loss: 5.24572e-04, Loss_0: 3.53027e-07, Loss_1: 3.19517e-04, Loss_b: 4.94877e-05, Loss_f: 1.55214e-04
Iter: 4700, Loss: 5.95714e-04, Loss_0: 8.48033e-07, Loss_1: 2.94071e-04, Loss_b: 9.16478e-05, Loss_f: 2.09148e-04
Iter: 4800, Loss: 4.71019e-04, Loss_0: 8.32924e-07, Loss_1: 2.65395e-04, Loss_b: 3.06357e-05, Loss_f: 1.74156e-04
Iter: 4900, Loss: 4.19906e-04, Loss_0: 6.77437e-07, Loss_1: 2.45646e-04, Loss_b: 1.94376e-05, Loss_f: 1.54145e-04
Iter: 5000, Loss: 5.56009e-04, Loss_0: 8.28165e-07, Loss_1: 2.45330e-04, Loss_b: 7.91669e-05, Loss_f: 2.30684e-04
Iter: 5100, Loss: 1.32834e-04, Loss_0: 1.11885e-06, Loss_1: 5.79378e-05, Loss_b: 2.44131e-06, Loss_f: 7.13355e-05
Iter: 5200, Loss: 5.77470e-05, Loss_0: 1.58491e-07, Loss_1: 2.62502e-05, Loss_b: 5.53412e-08, Loss_f: 3.12829e-05
Iter: 5300, Loss: 2.70200e-05, Loss_0: 4.33492e-07, Loss_1: 1.11404e-05, Loss_b: 1.59968e-07, Loss_f: 1.52862e-05
Iter: 5400, Loss: 1.67542e-05, Loss_0: 1.64571e-07, Loss_1: 5.24762e-06, Loss_b: 1.39213e-07, Loss_f: 1.12028e-05
Iter: 5500, Loss: 9.05082e-06, Loss_0: 2.83104e-07, Loss_1: 2.31696e-06, Loss_b: 1.95224e-08, Loss_f: 6.43124e-06
Iter: 5600, Loss: 7.01461e-06, Loss_0: 1.79804e-07, Loss_1: 1.87192e-06, Loss_b: 2.10198e-08, Loss_f: 4.94187e-06
Iter: 5700, Loss: 5.35426e-06, Loss_0: 1.69486e-07, Loss_1: 1.41830e-06, Loss_b: 2.68309e-08, Loss_f: 3.73964e-06
Iter: 5800, Loss: 4.30441e-06, Loss_0: 1.58860e-07, Loss_1: 8.68314e-07, Loss_b: 7.14099e-09, Loss_f: 3.27010e-06
Iter: 5900, Loss: 3.45073e-06, Loss_0: 1.54076e-07, Loss_1: 5.93115e-07, Loss_b: 5.05999e-09, Loss_f: 2.69848e-06
Iter: 6000, Loss: 3.09398e-06, Loss_0: 1.59918e-07, Loss_1: 4.10371e-07, Loss_b: 5.00762e-10, Loss_f: 2.52319e-06
Iter: 6100, Loss: 2.67570e-06, Loss_0: 1.52832e-07, Loss_1: 4.01338e-07, Loss_b: 2.56820e-08, Loss_f: 2.09585e-06
Training time: 621.4104
