Start Training:
Iter: 0, Loss: 1.81557e+00, Loss_0: 1.60337e+00, Loss_1: 4.53149e-02, Loss_b: 4.39202e-02, Loss_f: 1.22969e-01
Iter: 5400, Loss: 3.00720e-04, Loss_0: 2.98431e-07, Loss_1: 1.29169e-04, Loss_b: 7.64014e-05, Loss_f: 9.48512e-05
Iter: 5500, Loss: 1.50577e-03, Loss_0: 3.25234e-05, Loss_1: 5.86250e-04, Loss_b: 6.09698e-04, Loss_f: 2.77295e-04
Iter: 5600, Loss: 2.49383e-03, Loss_0: 4.45644e-04, Loss_1: 2.30799e-04, Loss_b: 1.65752e-04, Loss_f: 1.65164e-03
Iter: 5700, Loss: 2.04548e-04, Loss_0: 5.56791e-06, Loss_1: 1.09514e-04, Loss_b: 1.08229e-06, Loss_f: 8.83842e-05
Iter: 5800, Loss: 4.77974e-04, Loss_0: 4.96564e-05, Loss_1: 8.42544e-05, Loss_b: 2.77530e-05, Loss_f: 3.16310e-04
Iter: 5900, Loss: 2.43676e-04, Loss_0: 5.91067e-06, Loss_1: 1.68193e-04, Loss_b: 5.61765e-07, Loss_f: 6.90106e-05
Iter: 6000, Loss: 7.45609e-04, Loss_0: 2.79905e-06, Loss_1: 1.49982e-04, Loss_b: 3.95877e-04, Loss_f: 1.96951e-04
Iter: 6100, Loss: 1.18303e-04, Loss_0: 4.43687e-07, Loss_1: 7.79005e-05, Loss_b: 2.53676e-06, Loss_f: 3.74218e-05
Iter: 6200, Loss: 2.18008e-04, Loss_0: 4.78845e-06, Loss_1: 1.49517e-04, Loss_b: 1.91747e-06, Loss_f: 6.17846e-05
Iter: 6300, Loss: 9.85153e-05, Loss_0: 1.02616e-07, Loss_1: 5.89778e-05, Loss_b: 5.31846e-07, Loss_f: 3.89030e-05
Iter: 6400, Loss: 9.61324e-05, Loss_0: 2.06510e-07, Loss_1: 6.03268e-05, Loss_b: 2.69028e-08, Loss_f: 3.55722e-05
Iter: 6500, Loss: 1.17780e-04, Loss_0: 1.97155e-06, Loss_1: 7.33894e-05, Loss_b: 9.93575e-07, Loss_f: 4.14259e-05
Iter: 6600, Loss: 2.47623e-04, Loss_0: 1.54976e-06, Loss_1: 9.56384e-05, Loss_b: 9.98240e-05, Loss_f: 5.06108e-05
Iter: 6700, Loss: 4.71177e-04, Loss_0: 1.13215e-05, Loss_1: 1.34434e-04, Loss_b: 1.48001e-04, Loss_f: 1.77419e-04
Iter: 6800, Loss: 1.21187e-04, Loss_0: 8.78185e-07, Loss_1: 4.97463e-05, Loss_b: 6.62707e-06, Loss_f: 6.39357e-05
Iter: 6900, Loss: 7.99797e-04, Loss_0: 2.86009e-05, Loss_1: 5.89982e-05, Loss_b: 5.13598e-05, Loss_f: 6.60838e-04
Iter: 7000, Loss: 1.59407e-04, Loss_0: 2.16342e-06, Loss_1: 6.40771e-05, Loss_b: 1.57406e-05, Loss_f: 7.74262e-05
Iter: 7100, Loss: 8.44764e-05, Loss_0: 9.85230e-08, Loss_1: 5.21065e-05, Loss_b: 2.66264e-06, Loss_f: 2.96088e-05
Iter: 7200, Loss: 2.22965e-04, Loss_0: 7.01012e-07, Loss_1: 7.92754e-05, Loss_b: 9.69984e-05, Loss_f: 4.59897e-05
Iter: 7300, Loss: 6.01516e-04, Loss_0: 2.15363e-05, Loss_1: 1.41819e-04, Loss_b: 1.82619e-04, Loss_f: 2.55541e-04
Iter: 7400, Loss: 6.75860e-05, Loss_0: 1.24199e-07, Loss_1: 4.16455e-05, Loss_b: 1.02099e-08, Loss_f: 2.58062e-05
Iter: 7500, Loss: 6.58744e-04, Loss_0: 1.05710e-05, Loss_1: 6.34275e-05, Loss_b: 2.49243e-05, Loss_f: 5.59821e-04
Iter: 7600, Loss: 5.75207e-05, Loss_0: 9.59475e-08, Loss_1: 3.40792e-05, Loss_b: 1.75844e-07, Loss_f: 2.31697e-05
Iter: 7700, Loss: 7.18489e-05, Loss_0: 1.74764e-07, Loss_1: 4.87072e-05, Loss_b: 7.61197e-09, Loss_f: 2.29593e-05
Iter: 7800, Loss: 7.57740e-05, Loss_0: 2.46205e-07, Loss_1: 4.12349e-05, Loss_b: 1.36043e-07, Loss_f: 3.41569e-05
Iter: 7900, Loss: 2.29219e-04, Loss_0: 3.06787e-07, Loss_1: 6.79703e-05, Loss_b: 5.57269e-05, Loss_f: 1.05215e-04
Iter: 8000, Loss: 1.18928e-04, Loss_0: 9.20286e-07, Loss_1: 6.93598e-05, Loss_b: 5.00650e-07, Loss_f: 4.81471e-05
Iter: 8100, Loss: 7.15404e-05, Loss_0: 1.70180e-07, Loss_1: 4.62405e-05, Loss_b: 2.40774e-06, Loss_f: 2.27220e-05
Iter: 8200, Loss: 3.86680e-04, Loss_0: 1.97706e-06, Loss_1: 3.57012e-05, Loss_b: 3.58900e-05, Loss_f: 3.13112e-04
Iter: 8300, Loss: 5.60447e-05, Loss_0: 1.26622e-07, Loss_1: 3.41765e-05, Loss_b: 2.23480e-06, Loss_f: 1.95068e-05
Iter: 8400, Loss: 9.40200e-04, Loss_0: 5.92297e-06, Loss_1: 8.85137e-05, Loss_b: 2.62928e-04, Loss_f: 5.82836e-04
Iter: 8500, Loss: 7.39210e-05, Loss_0: 6.57789e-07, Loss_1: 3.93756e-05, Loss_b: 8.75016e-06, Loss_f: 2.51375e-05
Iter: 8600, Loss: 4.72546e-05, Loss_0: 1.61998e-07, Loss_1: 2.91880e-05, Loss_b: 8.19919e-07, Loss_f: 1.70847e-05
Iter: 8700, Loss: 4.49234e-05, Loss_0: 8.92146e-08, Loss_1: 2.70247e-05, Loss_b: 1.50214e-08, Loss_f: 1.77945e-05
Iter: 8800, Loss: 4.47046e-05, Loss_0: 7.95363e-08, Loss_1: 2.52899e-05, Loss_b: 1.81092e-07, Loss_f: 1.91542e-05
Iter: 8900, Loss: 8.73902e-05, Loss_0: 1.12643e-06, Loss_1: 4.27485e-05, Loss_b: 6.37855e-06, Loss_f: 3.71367e-05
Iter: 9000, Loss: 4.71163e-05, Loss_0: 8.41999e-08, Loss_1: 2.35862e-05, Loss_b: 2.42035e-06, Loss_f: 2.10255e-05
Iter: 9100, Loss: 6.12074e-04, Loss_0: 1.54193e-06, Loss_1: 8.55711e-05, Loss_b: 2.77612e-04, Loss_f: 2.47349e-04
Iter: 9200, Loss: 5.90245e-05, Loss_0: 9.70266e-07, Loss_1: 3.33976e-05, Loss_b: 4.07476e-06, Loss_f: 2.05819e-05
Iter: 9300, Loss: 5.09199e-04, Loss_0: 1.67811e-05, Loss_1: 8.52257e-05, Loss_b: 8.82490e-06, Loss_f: 3.98368e-04
Iter: 9400, Loss: 6.23558e-05, Loss_0: 2.44955e-07, Loss_1: 3.01914e-05, Loss_b: 2.21080e-06, Loss_f: 2.97086e-05
Iter: 9500, Loss: 3.81777e-05, Loss_0: 1.55831e-07, Loss_1: 1.95812e-05, Loss_b: 1.46529e-06, Loss_f: 1.69754e-05
Iter: 9600, Loss: 5.40626e-05, Loss_0: 1.91958e-07, Loss_1: 2.03949e-05, Loss_b: 5.14004e-06, Loss_f: 2.83357e-05
Iter: 9700, Loss: 2.41298e-04, Loss_0: 1.16254e-05, Loss_1: 3.79133e-05, Loss_b: 4.75321e-05, Loss_f: 1.44227e-04
Iter: 9800, Loss: 5.59715e-05, Loss_0: 5.05167e-07, Loss_1: 2.40630e-05, Loss_b: 8.96516e-06, Loss_f: 2.24382e-05
Iter: 9900, Loss: 2.71885e-04, Loss_0: 4.55364e-06, Loss_1: 2.63584e-05, Loss_b: 3.06717e-05, Loss_f: 2.10301e-04
Iter: 10000, Loss: 4.54851e-04, Loss_0: 2.15330e-05, Loss_1: 8.93029e-05, Loss_b: 1.15154e-04, Loss_f: 2.28861e-04
Iter: 10100, Loss: 1.98180e-05, Loss_0: 8.92901e-08, Loss_1: 6.55739e-06, Loss_b: 2.68110e-08, Loss_f: 1.31445e-05
Iter: 10200, Loss: 1.10677e-05, Loss_0: 1.19623e-07, Loss_1: 3.14628e-06, Loss_b: 9.75625e-09, Loss_f: 7.79204e-06
Iter: 10300, Loss: 6.38671e-06, Loss_0: 7.85709e-08, Loss_1: 1.70243e-06, Loss_b: 2.64263e-08, Loss_f: 4.57929e-06
Iter: 10400, Loss: 4.28817e-06, Loss_0: 8.05961e-08, Loss_1: 1.39443e-06, Loss_b: 1.12834e-08, Loss_f: 2.80186e-06
Iter: 10500, Loss: 3.46050e-06, Loss_0: 8.34483e-08, Loss_1: 1.30776e-06, Loss_b: 4.91143e-09, Loss_f: 2.06438e-06
Iter: 10600, Loss: 2.97611e-06, Loss_0: 7.75867e-08, Loss_1: 1.14806e-06, Loss_b: 1.60781e-08, Loss_f: 1.73438e-06
Iter: 10700, Loss: 2.58494e-06, Loss_0: 7.67491e-08, Loss_1: 1.03584e-06, Loss_b: 3.76040e-09, Loss_f: 1.46859e-06
Iter: 10800, Loss: 2.37824e-06, Loss_0: 7.68119e-08, Loss_1: 9.69784e-07, Loss_b: 2.94882e-09, Loss_f: 1.32869e-06
Iter: 10900, Loss: 2.08703e-06, Loss_0: 8.85872e-08, Loss_1: 8.06706e-07, Loss_b: 2.99709e-09, Loss_f: 1.18874e-06
Training time: 1048.5516
