Start Training:
Iter: 0, Loss: 2.28818e+00, Loss_0: 1.04675e+00, Loss_1: 1.15751e-01, Loss_b: 8.85591e-01, Loss_f: 2.40095e-01
Iter: 2300, Loss: 7.77179e-03, Loss_0: 1.61745e-04, Loss_1: 7.45239e-03, Loss_b: 4.38179e-06, Loss_f: 1.53270e-04
Iter: 2400, Loss: 7.74516e-03, Loss_0: 1.61583e-04, Loss_1: 7.42683e-03, Loss_b: 3.69043e-06, Loss_f: 1.53059e-04
Iter: 2500, Loss: 7.72501e-03, Loss_0: 1.63745e-04, Loss_1: 7.40052e-03, Loss_b: 7.31571e-06, Loss_f: 1.53428e-04
Iter: 2600, Loss: 7.69319e-03, Loss_0: 1.62310e-04, Loss_1: 7.38541e-03, Loss_b: 1.69347e-06, Loss_f: 1.43783e-04
Iter: 2700, Loss: 7.65545e-03, Loss_0: 1.61812e-04, Loss_1: 7.34991e-03, Loss_b: 1.59447e-06, Loss_f: 1.42133e-04
Iter: 2800, Loss: 7.61215e-03, Loss_0: 1.61621e-04, Loss_1: 7.31369e-03, Loss_b: 1.50543e-06, Loss_f: 1.35335e-04
Iter: 2900, Loss: 7.62438e-03, Loss_0: 1.68647e-04, Loss_1: 7.31441e-03, Loss_b: 2.56573e-05, Loss_f: 1.15659e-04
Iter: 3000, Loss: 7.54618e-03, Loss_0: 1.62142e-04, Loss_1: 7.26155e-03, Loss_b: 2.12254e-06, Loss_f: 1.20365e-04
Iter: 3100, Loss: 7.49528e-03, Loss_0: 1.61740e-04, Loss_1: 7.21671e-03, Loss_b: 2.54742e-06, Loss_f: 1.14282e-04
Iter: 3200, Loss: 7.44034e-03, Loss_0: 1.61543e-04, Loss_1: 7.16671e-03, Loss_b: 3.32194e-06, Loss_f: 1.08770e-04
Iter: 3300, Loss: 1.23955e-02, Loss_0: 5.90036e-04, Loss_1: 7.74408e-03, Loss_b: 3.95122e-03, Loss_f: 1.10154e-04
Iter: 3400, Loss: 7.35559e-03, Loss_0: 1.62129e-04, Loss_1: 7.08355e-03, Loss_b: 5.08990e-06, Loss_f: 1.04823e-04
Iter: 3500, Loss: 7.27358e-03, Loss_0: 1.61684e-04, Loss_1: 7.00192e-03, Loss_b: 5.32385e-06, Loss_f: 1.04656e-04
Iter: 3600, Loss: 7.14931e-03, Loss_0: 1.61517e-04, Loss_1: 6.87986e-03, Loss_b: 5.80816e-06, Loss_f: 1.02130e-04
Iter: 3700, Loss: 7.12516e-03, Loss_0: 1.63119e-04, Loss_1: 6.84724e-03, Loss_b: 1.59051e-05, Loss_f: 9.89040e-05
Iter: 3800, Loss: 6.90936e-03, Loss_0: 1.62014e-04, Loss_1: 6.64128e-03, Loss_b: 6.56590e-06, Loss_f: 9.95050e-05
Iter: 3900, Loss: 6.53128e-03, Loss_0: 1.61812e-04, Loss_1: 6.27113e-03, Loss_b: 6.04904e-06, Loss_f: 9.22894e-05
Iter: 4000, Loss: 6.56515e-03, Loss_0: 3.27362e-04, Loss_1: 5.96405e-03, Loss_b: 1.72031e-04, Loss_f: 1.01709e-04
Iter: 4100, Loss: 5.43795e-03, Loss_0: 1.62846e-04, Loss_1: 5.16031e-03, Loss_b: 6.56709e-06, Loss_f: 1.08220e-04
Iter: 4200, Loss: 4.25428e-03, Loss_0: 1.63935e-04, Loss_1: 3.96317e-03, Loss_b: 3.13121e-06, Loss_f: 1.24050e-04
Iter: 4300, Loss: 3.39623e-03, Loss_0: 1.64929e-04, Loss_1: 3.09493e-03, Loss_b: 1.11460e-05, Loss_f: 1.25224e-04
Iter: 4400, Loss: 2.48996e-03, Loss_0: 1.62368e-04, Loss_1: 2.19409e-03, Loss_b: 6.24800e-07, Loss_f: 1.32877e-04
Iter: 4500, Loss: 2.18034e-03, Loss_0: 1.61425e-04, Loss_1: 1.84304e-03, Loss_b: 8.32026e-07, Loss_f: 1.75048e-04
Iter: 4600, Loss: 2.05538e-03, Loss_0: 1.60859e-04, Loss_1: 1.71486e-03, Loss_b: 7.54081e-07, Loss_f: 1.78913e-04
Iter: 4700, Loss: 2.47673e-03, Loss_0: 3.43744e-04, Loss_1: 1.64816e-03, Loss_b: 8.32035e-05, Loss_f: 4.01630e-04
Iter: 4800, Loss: 1.92118e-03, Loss_0: 1.60683e-04, Loss_1: 1.59746e-03, Loss_b: 1.23983e-06, Loss_f: 1.61798e-04
Iter: 4900, Loss: 2.73188e-03, Loss_0: 1.81547e-04, Loss_1: 1.64847e-03, Loss_b: 5.39688e-04, Loss_f: 3.62170e-04
Iter: 5000, Loss: 1.85242e-03, Loss_0: 1.66799e-04, Loss_1: 1.53147e-03, Loss_b: 8.24042e-07, Loss_f: 1.53331e-04
Iter: 5100, Loss: 1.41677e-03, Loss_0: 1.65839e-04, Loss_1: 1.06490e-03, Loss_b: 1.23558e-05, Loss_f: 1.73680e-04
Iter: 5200, Loss: 8.88030e-04, Loss_0: 1.61307e-04, Loss_1: 5.97812e-04, Loss_b: 2.31736e-06, Loss_f: 1.26593e-04
Iter: 5300, Loss: 6.94005e-04, Loss_0: 1.59587e-04, Loss_1: 4.17116e-04, Loss_b: 5.63847e-07, Loss_f: 1.16738e-04
Iter: 5400, Loss: 5.05109e-04, Loss_0: 1.60164e-04, Loss_1: 2.26784e-04, Loss_b: 3.20214e-06, Loss_f: 1.14959e-04
Iter: 5500, Loss: 4.38602e-04, Loss_0: 1.59570e-04, Loss_1: 1.75124e-04, Loss_b: 4.71976e-06, Loss_f: 9.91884e-05
Iter: 5600, Loss: 3.65233e-04, Loss_0: 1.59083e-04, Loss_1: 1.04483e-04, Loss_b: 7.43680e-06, Loss_f: 9.42303e-05
Iter: 5700, Loss: 3.32139e-04, Loss_0: 1.59054e-04, Loss_1: 8.67475e-05, Loss_b: 1.61529e-06, Loss_f: 8.47216e-05
Iter: 5800, Loss: 2.98626e-04, Loss_0: 1.59007e-04, Loss_1: 7.20225e-05, Loss_b: 9.07190e-08, Loss_f: 6.75050e-05
Iter: 5900, Loss: 2.78893e-04, Loss_0: 1.59224e-04, Loss_1: 6.47907e-05, Loss_b: 5.93827e-07, Loss_f: 5.42851e-05
Iter: 6000, Loss: 2.58198e-04, Loss_0: 1.59573e-04, Loss_1: 5.10250e-05, Loss_b: 7.71395e-08, Loss_f: 4.75231e-05
Iter: 6100, Loss: 2.31809e-04, Loss_0: 1.58922e-04, Loss_1: 3.46956e-05, Loss_b: 2.70085e-07, Loss_f: 3.79217e-05
Iter: 6200, Loss: 2.10292e-04, Loss_0: 1.58818e-04, Loss_1: 1.81913e-05, Loss_b: 1.27035e-06, Loss_f: 3.20116e-05
Iter: 6300, Loss: 2.01486e-04, Loss_0: 1.58936e-04, Loss_1: 1.51827e-05, Loss_b: 1.83151e-06, Loss_f: 2.55356e-05
Iter: 6400, Loss: 1.91373e-04, Loss_0: 1.58944e-04, Loss_1: 1.28525e-05, Loss_b: 2.34230e-07, Loss_f: 1.93419e-05
Iter: 6500, Loss: 1.86396e-04, Loss_0: 1.58826e-04, Loss_1: 1.00284e-05, Loss_b: 1.61772e-07, Loss_f: 1.73795e-05
Iter: 6600, Loss: 1.83830e-04, Loss_0: 1.58964e-04, Loss_1: 8.70503e-06, Loss_b: 1.70324e-07, Loss_f: 1.59906e-05
Iter: 6700, Loss: 1.82081e-04, Loss_0: 1.58767e-04, Loss_1: 7.94670e-06, Loss_b: 1.50812e-07, Loss_f: 1.52167e-05
Iter: 6800, Loss: 1.80052e-04, Loss_0: 1.58925e-04, Loss_1: 6.56641e-06, Loss_b: 2.10407e-07, Loss_f: 1.43505e-05
Iter: 6900, Loss: 1.77865e-04, Loss_0: 1.58756e-04, Loss_1: 5.79230e-06, Loss_b: 1.71243e-07, Loss_f: 1.31459e-05
Iter: 7000, Loss: 1.76895e-04, Loss_0: 1.58799e-04, Loss_1: 5.45292e-06, Loss_b: 1.21177e-07, Loss_f: 1.25220e-05
Iter: 7100, Loss: 1.74853e-04, Loss_0: 1.58756e-04, Loss_1: 4.75057e-06, Loss_b: 5.21895e-08, Loss_f: 1.12940e-05
Iter: 7200, Loss: 1.73710e-04, Loss_0: 1.58582e-04, Loss_1: 3.94648e-06, Loss_b: 3.47510e-08, Loss_f: 1.11465e-05
Iter: 7300, Loss: 1.72343e-04, Loss_0: 1.58558e-04, Loss_1: 3.51047e-06, Loss_b: 6.06607e-09, Loss_f: 1.02693e-05
Iter: 7400, Loss: 1.71023e-04, Loss_0: 1.58467e-04, Loss_1: 3.85427e-06, Loss_b: 2.04797e-08, Loss_f: 8.68110e-06
Iter: 7500, Loss: 1.70200e-04, Loss_0: 1.58306e-04, Loss_1: 3.31021e-06, Loss_b: 9.16054e-09, Loss_f: 8.57450e-06
Iter: 7600, Loss: 1.69400e-04, Loss_0: 1.58125e-04, Loss_1: 3.31877e-06, Loss_b: 4.17173e-08, Loss_f: 7.91471e-06
Iter: 7700, Loss: 1.68473e-04, Loss_0: 1.57746e-04, Loss_1: 3.28160e-06, Loss_b: 3.09189e-08, Loss_f: 7.41390e-06
Iter: 7800, Loss: 1.67110e-04, Loss_0: 1.57064e-04, Loss_1: 3.54241e-06, Loss_b: 1.30266e-07, Loss_f: 6.37291e-06
Iter: 7900, Loss: 1.66436e-04, Loss_0: 1.56853e-04, Loss_1: 3.35509e-06, Loss_b: 2.15125e-08, Loss_f: 6.20590e-06
Iter: 8000, Loss: 1.65987e-04, Loss_0: 1.56752e-04, Loss_1: 3.26055e-06, Loss_b: 5.91617e-09, Loss_f: 5.96862e-06
Iter: 8100, Loss: 1.65537e-04, Loss_0: 1.56595e-04, Loss_1: 3.07834e-06, Loss_b: 3.43992e-08, Loss_f: 5.82939e-06
Iter: 8200, Loss: 1.64543e-04, Loss_0: 1.56389e-04, Loss_1: 2.83261e-06, Loss_b: 3.68586e-08, Loss_f: 5.28408e-06
Iter: 8300, Loss: 1.64123e-04, Loss_0: 1.56315e-04, Loss_1: 2.68563e-06, Loss_b: 2.44797e-08, Loss_f: 5.09882e-06
Iter: 8400, Loss: 1.63519e-04, Loss_0: 1.56128e-04, Loss_1: 2.54584e-06, Loss_b: 2.10723e-08, Loss_f: 4.82457e-06
Iter: 8500, Loss: 1.63118e-04, Loss_0: 1.55937e-04, Loss_1: 2.50607e-06, Loss_b: 1.70361e-08, Loss_f: 4.65786e-06
Iter: 8600, Loss: 1.62688e-04, Loss_0: 1.55749e-04, Loss_1: 2.23998e-06, Loss_b: 1.25761e-08, Loss_f: 4.68619e-06
Iter: 8700, Loss: 1.62206e-04, Loss_0: 1.55633e-04, Loss_1: 1.97176e-06, Loss_b: 6.18856e-09, Loss_f: 4.59438e-06
Iter: 8800, Loss: 1.61783e-04, Loss_0: 1.55427e-04, Loss_1: 1.78634e-06, Loss_b: 9.29692e-09, Loss_f: 4.56070e-06
Iter: 8900, Loss: 1.61503e-04, Loss_0: 1.55284e-04, Loss_1: 1.69535e-06, Loss_b: 9.21394e-09, Loss_f: 4.51361e-06
Iter: 9000, Loss: 1.61162e-04, Loss_0: 1.55059e-04, Loss_1: 1.56632e-06, Loss_b: 3.45979e-09, Loss_f: 4.53295e-06
Iter: 9100, Loss: 1.60766e-04, Loss_0: 1.54863e-04, Loss_1: 1.51723e-06, Loss_b: 3.87648e-10, Loss_f: 4.38516e-06
Iter: 9200, Loss: 1.60379e-04, Loss_0: 1.54703e-04, Loss_1: 1.45018e-06, Loss_b: 4.16238e-10, Loss_f: 4.22500e-06
Training time: 1185.8967
