Start Training:
Iter: 0, Loss: 1.17103e+00, Loss_0: 6.95568e-01, Loss_1: 7.12936e-02, Loss_b: 3.62886e-01, Loss_f: 4.12831e-02
Iter: 1600, Loss: 8.31050e-03, Loss_0: 2.02323e-06, Loss_1: 8.03949e-03, Loss_b: 2.18611e-05, Loss_f: 2.47131e-04
Iter: 1700, Loss: 1.44949e-02, Loss_0: 1.27196e-03, Loss_1: 8.30568e-03, Loss_b: 4.59141e-03, Loss_f: 3.25806e-04
Iter: 1800, Loss: 7.58398e-03, Loss_0: 3.40227e-07, Loss_1: 7.32215e-03, Loss_b: 5.37846e-06, Loss_f: 2.56114e-04
Iter: 1900, Loss: 7.03237e-03, Loss_0: 1.16970e-06, Loss_1: 6.67828e-03, Loss_b: 6.01722e-05, Loss_f: 2.92741e-04
Iter: 2000, Loss: 6.13622e-03, Loss_0: 3.99133e-07, Loss_1: 5.62703e-03, Loss_b: 2.90416e-05, Loss_f: 4.79748e-04
Iter: 2100, Loss: 4.97519e-03, Loss_0: 3.51246e-07, Loss_1: 4.46945e-03, Loss_b: 1.56318e-05, Loss_f: 4.89759e-04
Iter: 2200, Loss: 5.29354e-03, Loss_0: 3.00946e-05, Loss_1: 3.58757e-03, Loss_b: 1.19533e-03, Loss_f: 4.80554e-04
Iter: 2300, Loss: 3.32242e-03, Loss_0: 1.89471e-07, Loss_1: 2.94141e-03, Loss_b: 4.36284e-06, Loss_f: 3.76451e-04
Iter: 2400, Loss: 2.79266e-03, Loss_0: 1.35578e-07, Loss_1: 2.52357e-03, Loss_b: 5.58439e-06, Loss_f: 2.63375e-04
Iter: 2500, Loss: 2.44211e-03, Loss_0: 9.82182e-06, Loss_1: 2.22581e-03, Loss_b: 5.64368e-06, Loss_f: 2.00835e-04
Iter: 2600, Loss: 2.12814e-03, Loss_0: 1.46893e-07, Loss_1: 1.96809e-03, Loss_b: 3.97785e-06, Loss_f: 1.55930e-04
Iter: 2700, Loss: 1.98856e-03, Loss_0: 3.33428e-07, Loss_1: 1.80171e-03, Loss_b: 5.06167e-05, Loss_f: 1.35895e-04
Iter: 2800, Loss: 1.79278e-03, Loss_0: 1.46114e-06, Loss_1: 1.64911e-03, Loss_b: 2.96498e-06, Loss_f: 1.39243e-04
Iter: 2900, Loss: 1.66026e-03, Loss_0: 1.92674e-07, Loss_1: 1.53022e-03, Loss_b: 8.22193e-07, Loss_f: 1.29029e-04
Iter: 3000, Loss: 4.30979e-03, Loss_0: 1.23036e-04, Loss_1: 1.78368e-03, Loss_b: 2.15597e-03, Loss_f: 2.47105e-04
Iter: 3100, Loss: 1.39942e-03, Loss_0: 2.30385e-07, Loss_1: 1.28432e-03, Loss_b: 4.25304e-07, Loss_f: 1.14450e-04
Iter: 3200, Loss: 1.24177e-03, Loss_0: 2.72389e-07, Loss_1: 1.13442e-03, Loss_b: 1.42471e-06, Loss_f: 1.05661e-04
Iter: 3300, Loss: 1.08708e-03, Loss_0: 3.01001e-07, Loss_1: 9.89646e-04, Loss_b: 1.99788e-06, Loss_f: 9.51375e-05
Iter: 3400, Loss: 9.14856e-04, Loss_0: 3.07659e-07, Loss_1: 8.18807e-04, Loss_b: 3.16795e-06, Loss_f: 9.25731e-05
Iter: 3500, Loss: 1.71113e-03, Loss_0: 2.13574e-05, Loss_1: 8.24108e-04, Loss_b: 6.96639e-04, Loss_f: 1.69029e-04
Iter: 3600, Loss: 6.53910e-04, Loss_0: 1.90038e-07, Loss_1: 5.65521e-04, Loss_b: 2.99361e-06, Loss_f: 8.52050e-05
Iter: 3700, Loss: 5.48321e-04, Loss_0: 1.70270e-07, Loss_1: 4.56175e-04, Loss_b: 2.66069e-06, Loss_f: 8.93158e-05
Iter: 3800, Loss: 3.62397e-03, Loss_0: 4.11199e-04, Loss_1: 7.06687e-04, Loss_b: 2.17930e-03, Loss_f: 3.26792e-04
Iter: 3900, Loss: 4.03104e-04, Loss_0: 1.58229e-07, Loss_1: 3.18285e-04, Loss_b: 2.34901e-06, Loss_f: 8.23113e-05
Iter: 4000, Loss: 3.38968e-04, Loss_0: 1.27333e-07, Loss_1: 2.56883e-04, Loss_b: 2.05191e-06, Loss_f: 7.99054e-05
Iter: 4100, Loss: 5.08049e-04, Loss_0: 3.66528e-06, Loss_1: 2.34841e-04, Loss_b: 1.02956e-04, Loss_f: 1.66587e-04
Iter: 4200, Loss: 2.49623e-04, Loss_0: 1.68879e-07, Loss_1: 1.82039e-04, Loss_b: 2.24652e-06, Loss_f: 6.51682e-05
Iter: 4300, Loss: 2.27266e-04, Loss_0: 4.63986e-07, Loss_1: 1.53658e-04, Loss_b: 7.35139e-06, Loss_f: 6.57925e-05
Iter: 4400, Loss: 7.82063e-04, Loss_0: 7.59697e-06, Loss_1: 1.83329e-04, Loss_b: 2.64170e-04, Loss_f: 3.26967e-04
Iter: 4500, Loss: 2.54539e-04, Loss_0: 5.11854e-07, Loss_1: 1.18702e-04, Loss_b: 4.96939e-05, Loss_f: 8.56313e-05
Iter: 4600, Loss: 1.61715e-04, Loss_0: 2.45042e-06, Loss_1: 9.77039e-05, Loss_b: 1.25909e-05, Loss_f: 4.89697e-05
Iter: 4700, Loss: 1.88673e-04, Loss_0: 1.26732e-06, Loss_1: 9.13190e-05, Loss_b: 2.58832e-05, Loss_f: 7.02033e-05
Iter: 4800, Loss: 6.10215e-04, Loss_0: 6.48973e-05, Loss_1: 1.29368e-04, Loss_b: 2.93406e-04, Loss_f: 1.22544e-04
Iter: 4900, Loss: 3.70483e-04, Loss_0: 4.54845e-06, Loss_1: 9.45567e-05, Loss_b: 1.43865e-04, Loss_f: 1.27512e-04
Iter: 5000, Loss: 1.36435e-04, Loss_0: 1.58920e-07, Loss_1: 6.39256e-05, Loss_b: 1.78678e-05, Loss_f: 5.44827e-05
Iter: 5100, Loss: 5.92657e-05, Loss_0: 1.22427e-07, Loss_1: 3.00173e-05, Loss_b: 3.35419e-07, Loss_f: 2.87906e-05
Iter: 5200, Loss: 3.02478e-05, Loss_0: 2.23131e-07, Loss_1: 1.41798e-05, Loss_b: 7.02144e-08, Loss_f: 1.57746e-05
Iter: 5300, Loss: 1.87271e-05, Loss_0: 1.24406e-07, Loss_1: 8.49765e-06, Loss_b: 2.58534e-08, Loss_f: 1.00792e-05
Iter: 5400, Loss: 1.07291e-05, Loss_0: 9.02209e-08, Loss_1: 4.28224e-06, Loss_b: 4.60216e-08, Loss_f: 6.31058e-06
Iter: 5500, Loss: 7.77223e-06, Loss_0: 7.59576e-08, Loss_1: 2.84676e-06, Loss_b: 1.31771e-08, Loss_f: 4.83634e-06
Iter: 5600, Loss: 6.26134e-06, Loss_0: 8.26608e-08, Loss_1: 2.27569e-06, Loss_b: 1.25336e-08, Loss_f: 3.89045e-06
Iter: 5700, Loss: 5.25820e-06, Loss_0: 8.30404e-08, Loss_1: 2.02586e-06, Loss_b: 4.43181e-09, Loss_f: 3.14487e-06
Iter: 5800, Loss: 4.19891e-06, Loss_0: 7.76661e-08, Loss_1: 1.80574e-06, Loss_b: 8.99347e-09, Loss_f: 2.30651e-06
Iter: 5900, Loss: 3.41711e-06, Loss_0: 7.01093e-08, Loss_1: 1.34965e-06, Loss_b: 5.11840e-10, Loss_f: 1.99684e-06
Iter: 6000, Loss: 2.74296e-06, Loss_0: 7.55075e-08, Loss_1: 1.05989e-06, Loss_b: 3.22708e-09, Loss_f: 1.60434e-06
Iter: 6100, Loss: 2.28936e-06, Loss_0: 8.04232e-08, Loss_1: 8.87334e-07, Loss_b: 9.30868e-09, Loss_f: 1.31229e-06
Iter: 6200, Loss: 2.08023e-06, Loss_0: 7.47983e-08, Loss_1: 8.81821e-07, Loss_b: 3.68624e-09, Loss_f: 1.11992e-06
Iter: 6300, Loss: 1.85663e-06, Loss_0: 7.12988e-08, Loss_1: 7.65828e-07, Loss_b: 1.53013e-09, Loss_f: 1.01797e-06
Iter: 6400, Loss: 1.62484e-06, Loss_0: 6.76484e-08, Loss_1: 6.61561e-07, Loss_b: 2.92822e-09, Loss_f: 8.92704e-07
Training time: 662.7894
