Start Training:
Iter: 0, Loss: 1.24436e+00, Loss_0: 1.04355e-01, Loss_b: 4.88857e-01, Loss_f: 6.51148e-01
Iter: 3000, Loss: 8.39665e-03, Loss_0: 8.35999e-03, Loss_b: 1.14511e-05, Loss_f: 2.52154e-05
Iter: 3100, Loss: 9.83956e-03, Loss_0: 8.27963e-03, Loss_b: 1.50879e-03, Loss_f: 5.11440e-05
Iter: 3200, Loss: 8.08780e-03, Loss_0: 8.04505e-03, Loss_b: 1.25063e-05, Loss_f: 3.02395e-05
Iter: 3300, Loss: 6.90617e-03, Loss_0: 6.84053e-03, Loss_b: 1.27331e-05, Loss_f: 5.29092e-05
Iter: 3400, Loss: 5.87788e-03, Loss_0: 5.77601e-03, Loss_b: 1.03146e-05, Loss_f: 9.15539e-05
Iter: 3500, Loss: 5.21566e-03, Loss_0: 4.90416e-03, Loss_b: 4.98793e-06, Loss_f: 3.06509e-04
Iter: 3600, Loss: 5.02876e-03, Loss_0: 4.67371e-03, Loss_b: 4.17780e-06, Loss_f: 3.50864e-04
Iter: 3700, Loss: 4.81983e-03, Loss_0: 4.45403e-03, Loss_b: 3.64642e-06, Loss_f: 3.62155e-04
Iter: 3800, Loss: 4.52435e-03, Loss_0: 4.15894e-03, Loss_b: 4.16510e-06, Loss_f: 3.61249e-04
Iter: 3900, Loss: 4.04884e-03, Loss_0: 3.70504e-03, Loss_b: 6.59400e-06, Loss_f: 3.37199e-04
Iter: 4000, Loss: 6.20653e-03, Loss_0: 3.50840e-03, Loss_b: 2.38409e-03, Loss_f: 3.14037e-04
Iter: 4100, Loss: 2.26728e-03, Loss_0: 2.16894e-03, Loss_b: 1.62399e-06, Loss_f: 9.67217e-05
Iter: 4200, Loss: 1.91171e-03, Loss_0: 1.71548e-03, Loss_b: 3.17941e-05, Loss_f: 1.64431e-04
Iter: 4300, Loss: 1.74208e-03, Loss_0: 1.49204e-03, Loss_b: 1.03294e-04, Loss_f: 1.46754e-04
Iter: 4400, Loss: 1.69599e-03, Loss_0: 1.36723e-03, Loss_b: 5.89697e-05, Loss_f: 2.69795e-04
Iter: 4500, Loss: 2.06223e-03, Loss_0: 1.28078e-03, Loss_b: 4.84269e-04, Loss_f: 2.97180e-04
Iter: 4600, Loss: 1.31145e-03, Loss_0: 1.15020e-03, Loss_b: 1.40993e-05, Loss_f: 1.47151e-04
Iter: 4700, Loss: 1.21615e-03, Loss_0: 1.06573e-03, Loss_b: 1.68906e-05, Loss_f: 1.33530e-04
Iter: 4800, Loss: 1.12186e-03, Loss_0: 9.68362e-04, Loss_b: 1.12666e-05, Loss_f: 1.42236e-04
Iter: 4900, Loss: 1.06260e-03, Loss_0: 8.79358e-04, Loss_b: 1.09927e-05, Loss_f: 1.72248e-04
Iter: 5000, Loss: 1.02933e-03, Loss_0: 8.23919e-04, Loss_b: 5.39695e-05, Loss_f: 1.51446e-04
Iter: 5100, Loss: 8.52387e-04, Loss_0: 7.24179e-04, Loss_b: 3.40341e-06, Loss_f: 1.24804e-04
Iter: 5200, Loss: 9.74116e-04, Loss_0: 7.10387e-04, Loss_b: 1.37600e-04, Loss_f: 1.26129e-04
Iter: 5300, Loss: 7.43346e-04, Loss_0: 5.91381e-04, Loss_b: 1.19950e-05, Loss_f: 1.39970e-04
Iter: 5400, Loss: 1.96768e-03, Loss_0: 5.78446e-04, Loss_b: 1.64224e-04, Loss_f: 1.22501e-03
Iter: 5500, Loss: 6.39167e-04, Loss_0: 5.18334e-04, Loss_b: 1.47025e-05, Loss_f: 1.06131e-04
Iter: 5600, Loss: 5.64583e-04, Loss_0: 4.33450e-04, Loss_b: 2.98043e-06, Loss_f: 1.28152e-04
Iter: 5700, Loss: 6.85534e-04, Loss_0: 4.71953e-04, Loss_b: 5.77083e-05, Loss_f: 1.55872e-04
Iter: 5800, Loss: 5.30048e-04, Loss_0: 3.76993e-04, Loss_b: 2.65226e-05, Loss_f: 1.26533e-04
Iter: 5900, Loss: 2.18932e-03, Loss_0: 4.01703e-04, Loss_b: 1.62839e-04, Loss_f: 1.62478e-03
Iter: 6000, Loss: 4.65818e-04, Loss_0: 3.22721e-04, Loss_b: 9.79250e-07, Loss_f: 1.42118e-04
Iter: 6100, Loss: 5.03930e-04, Loss_0: 2.94142e-04, Loss_b: 6.41405e-06, Loss_f: 2.03374e-04
Iter: 6200, Loss: 5.90827e-03, Loss_0: 4.97032e-04, Loss_b: 6.70187e-04, Loss_f: 4.74105e-03
Iter: 6300, Loss: 4.80392e-04, Loss_0: 2.59408e-04, Loss_b: 1.48316e-05, Loss_f: 2.06152e-04
Iter: 6400, Loss: 1.53424e-03, Loss_0: 3.05549e-04, Loss_b: 2.90501e-04, Loss_f: 9.38189e-04
Iter: 6500, Loss: 4.01702e-04, Loss_0: 2.73736e-04, Loss_b: 1.41527e-05, Loss_f: 1.13813e-04
Iter: 6600, Loss: 3.36778e-04, Loss_0: 2.27867e-04, Loss_b: 2.60780e-06, Loss_f: 1.06303e-04
Iter: 6700, Loss: 3.09429e-04, Loss_0: 2.08553e-04, Loss_b: 1.21260e-07, Loss_f: 1.00755e-04
Iter: 6800, Loss: 2.95341e-04, Loss_0: 1.96118e-04, Loss_b: 1.04300e-06, Loss_f: 9.81799e-05
Iter: 6900, Loss: 2.85962e-04, Loss_0: 1.88894e-04, Loss_b: 6.94623e-07, Loss_f: 9.63731e-05
Iter: 7000, Loss: 2.75843e-04, Loss_0: 1.76929e-04, Loss_b: 1.43386e-06, Loss_f: 9.74807e-05
Iter: 7100, Loss: 2.55691e-04, Loss_0: 1.61268e-04, Loss_b: 1.66770e-07, Loss_f: 9.42569e-05
Iter: 7200, Loss: 2.41479e-04, Loss_0: 1.51180e-04, Loss_b: 3.47080e-08, Loss_f: 9.02640e-05
Iter: 7300, Loss: 2.32832e-04, Loss_0: 1.43653e-04, Loss_b: 1.20650e-06, Loss_f: 8.79719e-05
Iter: 7400, Loss: 2.28110e-04, Loss_0: 1.38612e-04, Loss_b: 3.16757e-07, Loss_f: 8.91805e-05
Iter: 7500, Loss: 2.24070e-04, Loss_0: 1.33886e-04, Loss_b: 3.86700e-06, Loss_f: 8.63172e-05
Iter: 7600, Loss: 2.09803e-04, Loss_0: 1.18701e-04, Loss_b: 1.01001e-07, Loss_f: 9.10005e-05
Iter: 7700, Loss: 1.87396e-04, Loss_0: 1.08884e-04, Loss_b: 6.78882e-07, Loss_f: 7.78334e-05
Iter: 7800, Loss: 1.72251e-04, Loss_0: 9.40961e-05, Loss_b: 2.09210e-07, Loss_f: 7.79453e-05
Iter: 7900, Loss: 1.60315e-04, Loss_0: 8.67415e-05, Loss_b: 2.40046e-07, Loss_f: 7.33335e-05
Iter: 8000, Loss: 1.59680e-04, Loss_0: 8.78878e-05, Loss_b: 1.10806e-06, Loss_f: 7.06840e-05
Iter: 8100, Loss: 1.81747e-04, Loss_0: 9.83503e-05, Loss_b: 2.08375e-06, Loss_f: 8.13134e-05
Iter: 8200, Loss: 5.27187e-04, Loss_0: 1.66951e-04, Loss_b: 2.33142e-04, Loss_f: 1.27094e-04
Iter: 8300, Loss: 3.39530e-04, Loss_0: 8.96926e-05, Loss_b: 9.42775e-06, Loss_f: 2.40410e-04
Iter: 8400, Loss: 5.97718e-04, Loss_0: 1.14122e-04, Loss_b: 6.68939e-05, Loss_f: 4.16702e-04
Iter: 8500, Loss: 9.79519e-05, Loss_0: 4.50302e-05, Loss_b: 1.91921e-07, Loss_f: 5.27298e-05
Iter: 8600, Loss: 9.18255e-05, Loss_0: 4.37789e-05, Loss_b: 5.16156e-07, Loss_f: 4.75304e-05
Iter: 8700, Loss: 8.50677e-05, Loss_0: 4.20601e-05, Loss_b: 1.31768e-07, Loss_f: 4.28758e-05
Iter: 8800, Loss: 9.27783e-05, Loss_0: 4.84919e-05, Loss_b: 1.24389e-06, Loss_f: 4.30425e-05
Iter: 8900, Loss: 1.58818e-04, Loss_0: 5.19015e-05, Loss_b: 1.04206e-05, Loss_f: 9.64962e-05
Iter: 9000, Loss: 1.82509e-04, Loss_0: 5.42571e-05, Loss_b: 4.44421e-07, Loss_f: 1.27807e-04
Iter: 9100, Loss: 4.03738e-04, Loss_0: 8.12145e-05, Loss_b: 1.44697e-04, Loss_f: 1.77826e-04
Iter: 9200, Loss: 3.75965e-03, Loss_0: 1.53846e-04, Loss_b: 2.90331e-04, Loss_f: 3.31547e-03
Iter: 9300, Loss: 4.17297e-05, Loss_0: 1.88836e-05, Loss_b: 1.43307e-07, Loss_f: 2.27028e-05
Iter: 9400, Loss: 4.32193e-05, Loss_0: 2.18223e-05, Loss_b: 1.30971e-07, Loss_f: 2.12661e-05
Iter: 9500, Loss: 5.74077e-05, Loss_0: 2.90725e-05, Loss_b: 6.88101e-07, Loss_f: 2.76471e-05
Iter: 9600, Loss: 1.23230e-04, Loss_0: 4.77022e-05, Loss_b: 2.92020e-05, Loss_f: 4.63261e-05
Iter: 9700, Loss: 3.24764e-03, Loss_0: 1.20095e-04, Loss_b: 2.38735e-04, Loss_f: 2.88881e-03
Iter: 9800, Loss: 3.50674e-05, Loss_0: 1.59477e-05, Loss_b: 1.11326e-07, Loss_f: 1.90084e-05
Iter: 9900, Loss: 4.70605e-05, Loss_0: 2.48439e-05, Loss_b: 1.04892e-06, Loss_f: 2.11677e-05
Iter: 10000, Loss: 2.76818e-04, Loss_0: 6.98813e-05, Loss_b: 8.79929e-07, Loss_f: 2.06056e-04
Iter: 10100, Loss: 1.67412e-05, Loss_0: 1.57928e-06, Loss_b: 1.27044e-07, Loss_f: 1.50349e-05
Iter: 10200, Loss: 8.67575e-06, Loss_0: 1.26143e-06, Loss_b: 4.74674e-08, Loss_f: 7.36685e-06
Iter: 10300, Loss: 5.57035e-06, Loss_0: 5.83716e-07, Loss_b: 2.35103e-08, Loss_f: 4.96312e-06
Iter: 10400, Loss: 3.64867e-06, Loss_0: 3.77306e-07, Loss_b: 2.32902e-09, Loss_f: 3.26904e-06
Iter: 10500, Loss: 2.62546e-06, Loss_0: 1.59512e-07, Loss_b: 1.56239e-08, Loss_f: 2.45033e-06
Iter: 10600, Loss: 2.11566e-06, Loss_0: 1.94406e-07, Loss_b: 1.81622e-09, Loss_f: 1.91944e-06
Iter: 10700, Loss: 1.73639e-06, Loss_0: 1.79056e-07, Loss_b: 1.37048e-10, Loss_f: 1.55720e-06
Iter: 10800, Loss: 1.33241e-06, Loss_0: 2.13007e-07, Loss_b: 4.95359e-10, Loss_f: 1.11891e-06
Iter: 10900, Loss: 9.67225e-07, Loss_0: 1.07105e-07, Loss_b: 4.13447e-09, Loss_f: 8.55986e-07
Iter: 11000, Loss: 8.02193e-07, Loss_0: 1.09426e-07, Loss_b: 7.39664e-09, Loss_f: 6.85371e-07
Iter: 11100, Loss: 6.82143e-07, Loss_0: 1.22477e-07, Loss_b: 3.93044e-09, Loss_f: 5.55736e-07
Iter: 11200, Loss: 6.06268e-07, Loss_0: 1.25670e-07, Loss_b: 6.95727e-09, Loss_f: 4.73641e-07
Iter: 11300, Loss: 5.29678e-07, Loss_0: 1.27348e-07, Loss_b: 1.85996e-09, Loss_f: 4.00470e-07
Iter: 11400, Loss: 5.06245e-07, Loss_0: 1.16410e-07, Loss_b: 6.54228e-10, Loss_f: 3.89181e-07
Training time: 1361.7402
