Start Training:
Iter: 0, Loss: 1.42815e-01, Loss_0: 3.30184e-02, Loss_b: 4.55424e-02, Loss_f: 6.42539e-02
Iter: 3400, Loss: 1.12778e-03, Loss_0: 9.81560e-04, Loss_b: 2.77782e-06, Loss_f: 1.43438e-04
Iter: 3500, Loss: 1.15127e-03, Loss_0: 9.05986e-04, Loss_b: 2.91151e-07, Loss_f: 2.44991e-04
Iter: 3600, Loss: 1.02365e-03, Loss_0: 8.33677e-04, Loss_b: 2.71596e-05, Loss_f: 1.62810e-04
Iter: 3700, Loss: 1.08049e-03, Loss_0: 8.26504e-04, Loss_b: 8.65726e-05, Loss_f: 1.67411e-04
Iter: 3800, Loss: 8.82211e-04, Loss_0: 7.51661e-04, Loss_b: 8.36697e-06, Loss_f: 1.22183e-04
Iter: 3900, Loss: 1.34714e-03, Loss_0: 7.44058e-04, Loss_b: 4.30189e-04, Loss_f: 1.72888e-04
Iter: 4000, Loss: 8.11067e-04, Loss_0: 6.80432e-04, Loss_b: 1.39938e-05, Loss_f: 1.16641e-04
Iter: 4100, Loss: 9.08202e-04, Loss_0: 6.92715e-04, Loss_b: 7.46067e-05, Loss_f: 1.40880e-04
Iter: 4200, Loss: 1.13488e-03, Loss_0: 7.10475e-04, Loss_b: 2.16676e-04, Loss_f: 2.07732e-04
Iter: 4300, Loss: 1.50570e-03, Loss_0: 7.18162e-04, Loss_b: 5.84254e-04, Loss_f: 2.03281e-04
Iter: 4400, Loss: 7.72263e-04, Loss_0: 6.29039e-04, Loss_b: 3.87121e-08, Loss_f: 1.43185e-04
Iter: 4500, Loss: 7.38320e-04, Loss_0: 6.20175e-04, Loss_b: 2.74818e-06, Loss_f: 1.15397e-04
Iter: 4600, Loss: 1.08626e-03, Loss_0: 6.49932e-04, Loss_b: 2.64626e-04, Loss_f: 1.71703e-04
Iter: 4700, Loss: 7.42143e-04, Loss_0: 6.13468e-04, Loss_b: 5.26699e-07, Loss_f: 1.28148e-04
Iter: 4800, Loss: 7.76121e-04, Loss_0: 6.07359e-04, Loss_b: 1.20318e-05, Loss_f: 1.56730e-04
Iter: 4900, Loss: 7.39349e-04, Loss_0: 6.05054e-04, Loss_b: 4.33401e-06, Loss_f: 1.29961e-04
Iter: 5000, Loss: 9.07985e-04, Loss_0: 6.01286e-04, Loss_b: 5.07227e-05, Loss_f: 2.55977e-04
Iter: 5100, Loss: 6.20327e-04, Loss_0: 5.43855e-04, Loss_b: 6.13110e-07, Loss_f: 7.58584e-05
Iter: 5200, Loss: 5.46702e-04, Loss_0: 4.83424e-04, Loss_b: 6.68280e-07, Loss_f: 6.26093e-05
Iter: 5300, Loss: 4.74714e-04, Loss_0: 4.34008e-04, Loss_b: 8.95233e-07, Loss_f: 3.98115e-05
Iter: 5400, Loss: 4.28743e-04, Loss_0: 4.03538e-04, Loss_b: 5.42369e-07, Loss_f: 2.46626e-05
Iter: 5500, Loss: 3.76423e-04, Loss_0: 3.42806e-04, Loss_b: 5.22770e-07, Loss_f: 3.30935e-05
Iter: 5600, Loss: 3.39668e-04, Loss_0: 3.08419e-04, Loss_b: 6.89578e-07, Loss_f: 3.05597e-05
Iter: 5700, Loss: 2.73874e-04, Loss_0: 2.11097e-04, Loss_b: 4.45550e-07, Loss_f: 6.23312e-05
Iter: 5800, Loss: 1.76226e-04, Loss_0: 1.03581e-04, Loss_b: 3.46920e-07, Loss_f: 7.22975e-05
Iter: 5900, Loss: 1.08527e-04, Loss_0: 5.86865e-05, Loss_b: 2.56595e-07, Loss_f: 4.95837e-05
Iter: 6000, Loss: 7.69862e-05, Loss_0: 4.67703e-05, Loss_b: 4.00077e-07, Loss_f: 2.98158e-05
Iter: 6100, Loss: 6.05149e-05, Loss_0: 3.75273e-05, Loss_b: 3.71214e-07, Loss_f: 2.26164e-05
Iter: 6200, Loss: 3.92891e-05, Loss_0: 2.15290e-05, Loss_b: 4.99446e-07, Loss_f: 1.72607e-05
Iter: 6300, Loss: 2.78055e-05, Loss_0: 1.09855e-05, Loss_b: 2.04674e-07, Loss_f: 1.66154e-05
Iter: 6400, Loss: 2.00897e-05, Loss_0: 5.35063e-06, Loss_b: 4.42398e-08, Loss_f: 1.46948e-05
Iter: 6500, Loss: 1.36726e-05, Loss_0: 3.91758e-06, Loss_b: 3.73131e-08, Loss_f: 9.71768e-06
Iter: 6600, Loss: 9.61977e-06, Loss_0: 2.71303e-06, Loss_b: 5.05016e-08, Loss_f: 6.85624e-06
Iter: 6700, Loss: 7.04221e-06, Loss_0: 1.61954e-06, Loss_b: 6.52136e-08, Loss_f: 5.35746e-06
Iter: 6800, Loss: 6.04258e-06, Loss_0: 1.29377e-06, Loss_b: 5.00095e-08, Loss_f: 4.69880e-06
Iter: 6900, Loss: 4.86937e-06, Loss_0: 1.03663e-06, Loss_b: 2.01207e-08, Loss_f: 3.81262e-06
Iter: 7000, Loss: 4.21320e-06, Loss_0: 7.40461e-07, Loss_b: 8.98008e-09, Loss_f: 3.46376e-06
Iter: 7100, Loss: 2.56123e-06, Loss_0: 5.19607e-07, Loss_b: 3.08212e-09, Loss_f: 2.03854e-06
Iter: 7200, Loss: 2.04064e-06, Loss_0: 3.08244e-07, Loss_b: 1.01336e-09, Loss_f: 1.73138e-06
Iter: 7300, Loss: 1.64563e-06, Loss_0: 2.01190e-07, Loss_b: 3.64037e-10, Loss_f: 1.44408e-06
Iter: 7400, Loss: 1.46369e-06, Loss_0: 1.67463e-07, Loss_b: 5.54264e-09, Loss_f: 1.29069e-06
Iter: 7500, Loss: 1.29718e-06, Loss_0: 1.57337e-07, Loss_b: 4.14950e-09, Loss_f: 1.13569e-06
Iter: 7600, Loss: 1.10000e-06, Loss_0: 1.43858e-07, Loss_b: 1.18373e-09, Loss_f: 9.54955e-07
Training time: 859.3963
